site.ID;latitude;longitude;spatial.extent;temporal.extent;habitat;dataset
1282;40.175;-91.8;1300;4;DF;mammals
1283;40.175;-91.8;1300;4;DF;mammals
1288;42.077778;-122.461111;72900;14;CF;mammals
1289;42.077778;-122.461111;72900;14;CF;mammals
1290;42.077778;-122.461111;72900;14;DF;mammals
1291;42.077778;-122.461111;72900;14;DF;mammals
1296;34.633333;-98.5;4e3;5;GL;mammals
1297;34.633333;-98.5;4e3;5;GL;mammals
1298;33.803855;-117.260226;2420;25;SH;mammals
1299;36.491667;-121.183333;3200;18;SH;mammals
1300;34.094356;-119.0116;660;3;SH;mammals
1301;55.809542;26.164878;250;18;AG;mammals
1302;-26.220984;32.001109;21600;12;DF;mammals
1307;50.716667;-120.416667;40080;15;DF;mammals
1308;50.716667;-120.416667;40080;15;MF;mammals
1309;50.716667;-120.416667;40080;15;CF;mammals
1320;4.198371;114.042873;13200;100;TF;mammals
1329;33.996136;-96.367697;300;2;GL;mammals
1330;33.996136;-96.367697;300;2;GL;mammals
1331;33.996136;-96.367697;300;2;GL;mammals
1332;33.996136;-96.367697;300;2;GL;mammals
1333;33.996136;-96.367697;300;2;GL;mammals
1334;33.996136;-96.367697;300;2;GL;mammals
1335;-6.996503;31.101522;5e3;7;DF;mammals
1336;-6.996503;31.101522;5e3;7;DF;mammals
1337;52.481644;-105.075779;1950;28;AG;mammals
1338;52.481644;-105.075779;1200;28;AG;mammals
1339;52.481644;-105.075779;1500;28;AG;mammals
1340;52.481644;-105.075779;1500;28;AG;mammals
1341;46.642616;-71.128553;3780;25;GL;mammals
1342;46.642616;-71.128553;3780;25;SH;mammals
1343;46.642616;-71.128553;3780;25;DF;mammals
1344;6.025854;116.322894;16e3;7;TF;mammals
1345;-15.932778;-47.850556;12100;10;GL;mammals
1346;-15.932778;-47.850556;12100;10;GL;mammals
1347;-6.996503;31.101522;10250;9;DF;mammals
1348;-26.13333;31.133333;435600;3;DF;mammals
1349;-26.55;31.266667;435600;3;DF;mammals
1350;-26.616667;31.133333;435600;3;DF;mammals
1351;-26.483333;31.96667;435600;3;DF;mammals
1352;-26.766667;31.9;435600;3;DF;mammals
1353;-25.966667;31.716667;435600;3;DF;mammals
1357;-32.5;-60;9600;12;AG;mammals
1358;43.9375;-73.0875;10800;192;DF;mammals
1359;43.9375;-73.0875;11025;192;DF;mammals
1360;43.9375;-73.0875;11025;192;DF;mammals
1362;36.13486;-97.223769;8100;22;GL;mammals
1363;36.700918;-95.554364;8100;22;GL;mammals
1364;36.938664;-94.843489;8100;22;GL;mammals
1365;36.938664;-94.843489;8100;22;GL;mammals
1381;-34.586903;-68.143142;1455;10;DS;mammals
1382;-34.586903;-68.143142;1455;10;DS;mammals
1383;-34.586903;-68.143142;1455;10;DS;mammals
1384;-34.586903;-68.143142;1455;10;DS;mammals
1385;-12.71667;132.6;45e4;24;DF;mammals
1386;-12.71667;132.6;128e4;71;DF;mammals
1391;10.568586;77.277478;1e4;10;TF;mammals
1392;10.568586;77.277478;1e4;10;TF;mammals
1393;10.568586;77.277478;1e4;10;TF;mammals
1394;-16.067423;-47.915079;32400;14;TF;mammals
1395;-33.383333;-70.516667;6400;18;SH;mammals
1396;40.876564;-77.836728;16875;14;DF;mammals
1397;40.876564;-77.836728;16875;14;DF;mammals
1399;35.801975;-106.51069;75;13;CF;mammals
1400;35.807193;-106.506315;75;13;MF;mammals
1401;35.21265;-106.44107;75;13;CF;mammals
1402;35.196537;-106.417546;75;13;MF;mammals
1403;40.013319;-77.441449;75;13;DF;mammals
1404;39.994812;-77.434237;75;13;DF;mammals
1405;39.995638;-77.418214;75;13;DF;mammals
1406;-21.510472;16.729222;162e3;7;SH;mammals
1407;-21.598042;16.945413;162e3;7;SH;mammals
1408;5.9;-0.116667;1e4;5;DF;mammals
1409;5.75;-0.133333;1e4;5;DF;mammals
1410;5.75;-0.133333;1e4;5;DF;mammals
1411;5.883333;0.05;1e4;5;GL;mammals
1412;5.883333;0.05;1e4;5;GL;mammals
1413;5.95;0.066667;1e4;5;GL;mammals
1414;5.95;0.066667;1e4;5;GL;mammals
1415;6.133333;0.066667;1e4;1;DF;mammals
1416;6.133333;0.066667;1e4;5;DF;mammals
1417;11.439924;107.415229;1500;13;TF;mammals
1418;11.428222;107.424385;800;16;TF;mammals
1422;53.957413;-1.08195;1200;2;AG;mammals
1423;53.957413;-1.08195;965;2;AG;mammals
1424;53.957413;-1.08195;600;2;AG;mammals
1425;38.277208;-79.732176;28689;17;MF;mammals
1426;38.277208;-79.732176;26744;17;DF;mammals
1427;38.277208;-79.732176;11670;17;CF;mammals
1428;38.277208;-79.732176;34038;17;DF;mammals
1429;38.277208;-79.732176;16046;17;DF;mammals
1430;38.277208;-79.732176;31606;17;DF;mammals
1431;38.277208;-79.732176;21395;17;CF;mammals
1432;38.437447;-109.938185;1e4;4;DS;mammals
1433;38.437447;-109.938185;1e4;4;DS;mammals
1434;38.437447;-109.938185;1e4;4;DS;mammals
1435;38.437447;-109.938185;1e4;4;DS;mammals
1436;-4.916667;73.66667;17e3;14;TF;mammals
1437;-4.5;73.416667;17e3;2;TF;mammals
1438;41.95959088;-70.06766564;8100;4;SH;mammals
1439;41.95465176;-70.06124858;8100;4;CF;mammals
1440;41.97734351;-70.05394862;8100;4;DF;mammals
1441;41.94707531;-70.07596225;8100;4;W;mammals
1442;41.81976568;-69.96342804;8100;4;GL;mammals
1443;41.94358761;-70.05485218;8100;4;W;mammals
1444;42.01735277;-70.04680679;8100;4;DF;mammals
1445;42.02307838;-70.05396686;8100;4;CF;mammals
1446;41.90314337;-69.97595314;8100;4;SH;mammals
1447;42.05351151;-70.11304411;8100;4;GL;mammals
1454;38.033333;-75.26667;1300;2;W;mammals
1455;38.033333;-75.26667;5040;2;GL;mammals
1456;38.033333;-75.26667;2560;2;GL;mammals
1457;38.033333;-75.26667;1920;2;SH;mammals
1458;38.033333;-75.26667;690;2;MF;mammals
1459;15.39359;99.258551;1935;8;TF;mammals
1460;15.39359;99.258551;1935;8;TF;mammals
1465;47.831161;-123.677319;18750;36;CF;mammals
1466;47.831161;-123.677319;7500;36;CF;mammals
1467;47.831161;-123.677319;26250;36;CF;mammals
1468;44.389617;-123.710936;1e4;3;MF;mammals
1469;44.389617;-123.710936;1e4;3;MF;mammals
1470;44.389617;-123.710936;1e4;3;MF;mammals
1471;44.389617;-123.710936;1e4;3;MF;mammals
1472;44.389617;-123.710936;1e4;3;MF;mammals
1473;44.389617;-123.710936;1e4;3;MF;mammals
1474;44.173608;-122.182636;360;5;CF;mammals
1475;44.173608;-122.182636;360;5;CF;mammals
1476;44.173608;-122.182636;360;5;CF;mammals
1477;44.173608;-122.182636;360;5;CF;mammals
1478;44.173608;-122.182636;360;5;CF;mammals
1479;44.173608;-122.182636;360;5;CF;mammals
1480;44.173608;-122.182636;360;5;CF;mammals
1481;44.173608;-122.182636;360;5;CF;mammals
1482;44.173608;-122.182636;360;5;CF;mammals
1483;44.173608;-122.182636;360;5;CF;mammals
1484;44.173608;-122.182636;360;5;CF;mammals
1485;44.173608;-122.182636;360;5;CF;mammals
1486;33.933378;-111.59214;4050;28;SH;mammals
1487;33.933378;-111.59214;4050;28;SH;mammals
1488;33.933378;-111.59214;4050;28;CF;mammals
1489;33.933378;-111.59214;4050;28;CF;mammals
1490;36.916661;102.583321;1185;3;AG;mammals
1491;36.916661;102.583321;1185;3;AG;mammals
1492;36.916661;102.583321;1185;3;GL;mammals
1493;36.916661;102.583321;1185;3;MF;mammals
1494;36.916661;102.583321;1185;3;CF;mammals
1495;36.916661;102.583321;1185;3;SH;mammals
1496;36.916661;102.583321;1185;3;GL;mammals
1497;38.61666;100.350008;1185;3;AG;mammals
1498;38.61666;100.350008;1185;3;GL;mammals
1499;38.61666;100.350008;1185;3;GL;mammals
1500;38.61666;100.350008;1185;3;GL;mammals
1501;38.61666;100.350008;1185;3;CF;mammals
1502;38.61666;100.350008;1185;3;GL;mammals
1503;38.61666;100.350008;1185;3;GL;mammals
1504;39.499995;98.16668;1185;3;D;mammals
1505;39.499995;98.16668;1185;3;D;mammals
1506;39.499995;98.16668;1185;3;DG;mammals
1507;39.499995;98.16668;1185;3;GL;mammals
1508;39.499995;98.16668;1185;3;GL;mammals
1509;39.499995;98.16668;1185;3;GL;mammals
1510;39.499995;98.16668;1185;3;GL;mammals
1511;40.882045;-118.054296;1050;1;DS;mammals
1512;40.246852;-118.318688;525;1;DS;mammals
1513;40.276467;-118.859474;1050;1;DS;mammals
1514;40.039934;-118.469369;1125;1;DS;mammals
1515;39.281348;-118.422752;1050;1;DS;mammals
1516;38.201108;-118.1029;1050;1;DS;mammals
1517;37.855243;-118.076229;7125;27;DS;mammals
1518;36.508673;-117.947501;1125;1;DS;mammals
1519;34.885195;-117.86195;1125;1;DS;mammals
1520;34.910822;-115.731109;1575;13;DS;mammals
1521;33.737342;-116.187333;1125;1;DS;mammals
1522;32.9937;-115.08162;1125;1;DS;mammals
1523;33.275425;-116.314848;1125;1;DS;mammals
1524;41.325913;-114.092264;1050;1;DS;mammals
1525;40.135437;-113.398532;525;1;DS;mammals
1526;38.624421;-115.476015;1050;1;DS;mammals
1527;37.047485;-112.526314;1050;1;DS;mammals
1528;38.064078;-118.950532;1050;1;DS;mammals
1529;32.725274;-114.504087;750;1;DS;mammals
1530;32.726067;-114.454554;750;1;DS;mammals
1531;32.725895;-114.355584;750;1;DS;mammals
1532;33.034998;-112.979697;750;1;DS;mammals
1533;32.969697;-112.973754;750;1;DS;mammals
1534;32.742555;-112.800284;750;1;DS;mammals
1535;32.879065;-111.639312;750;1;DS;mammals
1536;32.806545;-111.756898;750;1;DS;mammals
1537;32.715959;-111.756898;750;1;DS;mammals
1538;31.90842;-109.020531;750;1;DS;mammals
1539;31.916675;-109.070445;5625;13;DS;mammals
1540;31.923226;-109.160037;750;1;DS;mammals
1549;32.404346;-110.453692;774;2;DS;mammals
1550;32.404346;-110.453692;4500;1;DS;mammals
1551;32.492374;-106.807927;8100;1;DS;mammals
1552;32.548213;-106.836846;8100;1;DS;mammals
1553;32.419864;-111.423033;1017.87602;37;DS;mammals
1554;39.909827;-119.761737;27e3;4;DS;mammals
1555;34.061026;-116.310236;5e3;1;DS;mammals
1556;33.27849;-111.156817;589.6455252;1;DS;mammals
1557;33.27849;-111.156817;589.6455252;1;DS;mammals
1558;33.27849;-111.156817;589.6455252;1;DS;mammals
1559;33.27849;-111.156817;589.6455252;1;DS;mammals
1560;33.27849;-111.156817;589.6455252;1;DS;mammals
1561;33.27849;-111.156817;589.6455252;1;DS;mammals
1562;33.27849;-111.156817;589.6455252;1;DS;mammals
1563;33.27849;-111.156817;589.6455252;1;DS;mammals
1564;33.27849;-111.156817;589.6455252;1;DS;mammals
1565;33.27849;-111.156817;589.6455252;1;DS;mammals
1566;33.27849;-111.156817;589.6455252;1;DS;mammals
1567;32.404346;-110.453692;589.6455252;1;DS;mammals
1568;32.404346;-110.453692;589.6455252;1;DS;mammals
1569;32.404346;-110.453692;589.6455252;1;DS;mammals
1570;32.404346;-110.453692;589.6455252;1;DS;mammals
1571;32.404346;-110.453692;589.6455252;1;DS;mammals
1572;32.404346;-110.453692;589.6455252;1;DS;mammals
1573;32.404346;-110.453692;589.6455252;1;DS;mammals
1574;32.404346;-110.453692;589.6455252;1;DS;mammals
1575;32.404346;-110.453692;589.6455252;1;DS;mammals
1576;32.404346;-110.453692;589.6455252;1;DS;mammals
1577;32.404346;-110.453692;589.6455252;1;DS;mammals
1578;32.404346;-110.453692;589.6455252;1;DS;mammals
1579;32.404346;-110.453692;589.6455252;1;DS;mammals
1580;32.404346;-110.453692;589.6455252;1;DS;mammals
1581;31.98625;-109.141331;38125;12;DS;mammals
1582;41.813801;-109.812918;27225;1;DS;mammals
1583;41.813801;-109.812918;27225;1;DS;mammals
1584;39.620866;-108.656286;27225;1;DS;mammals
1585;39.606068;-108.658991;27225;1;DS;mammals
1586;39.590274;-108.63285;27225;1;DS;mammals
1587;41.843632;-112.865725;27225;5;DS;mammals
1588;41.843632;-112.865725;27225;5;DS;mammals
1589;41.899927;-112.998462;27225;1;DS;mammals
1590;41.899927;-112.998462;27225;1;DS;mammals
1591;41.839888;-113.017302;27225;1;DS;mammals
1592;43.20019;-116.361447;27225;1;DS;mammals
1593;43.189598;-116.404435;27225;1;DS;mammals
1594;36.45663601;-117.2186279;8e3;1;DS;mammals
1595;37.36579147;-117.3394775;8e3;1;DS;mammals
1596;36.5140512;-117.1746826;8e3;1;DS;mammals
1597;36.5140512;-117.1746826;8e3;1;DS;mammals
1598;36.83401954;-117.1705627;8e3;1;DS;mammals
1599;36.83401954;-117.1705627;8e3;1;DS;mammals
1600;36.847589;-117.050236;8e3;1;DS;mammals
1601;36.82883;-117.032211;8e3;1;DS;mammals
1602;36.5140512;-117.1746826;8e3;1;DS;mammals
1603;36.5140512;-117.1746826;8e3;1;DS;mammals
1604;36.5140512;-117.1746826;8e3;1;DS;mammals
1605;37.00049;-117.343681;8e3;1;DS;mammals
1606;36.873555;-116.996452;8e3;1;DS;mammals
1607;36.746336;-117.080897;8e3;1;DS;mammals
1608;36.45663601;-117.2186279;8e3;1;DS;mammals
1609;36.45663601;-117.2186279;8e3;18;DS;mammals
1610;36.97846;-117.056918;8e3;1;DS;mammals
1611;36.980271;-117.019527;8e3;13;DS;mammals
1612;36.965343;-117.000143;8e3;1;DS;mammals
1613;36.5140512;-117.1746826;8e3;1;DS;mammals
1614;36.5140512;-117.1746826;8e3;1;DS;mammals
1615;36.95107;-117.112956;8e3;4;DS;mammals
1616;36.5140512;-117.1746826;8e3;3;DS;mammals
1617;40.2236133;-112.3929696;58700;3;DS;mammals
1618;40.0778147;-112.4878268;58700;3;DS;mammals
1619;40.0633074;-112.411938;58700;3;DS;mammals
1620;43.265708;-118.844213;55e3;24;DS;mammals
1621;43.265708;-118.844213;55e3;24;DS;mammals
1622;43.265708;-118.844213;44e3;24;DS;mammals
1623;43.265708;-118.844213;44e3;24;DS;mammals
1650;35.117246;-118.318613;2500;12;DS;mammals
1651;35.098671;-118.166865;2500;12;DS;mammals
1652;35.12631;-117.890056;2500;12;DS;mammals
1653;35.475418;-117.611868;2500;12;DS;mammals
1654;35.379513;-117.52719;2500;12;DS;mammals
1655;35.003544;-117.420064;2500;12;DS;mammals
1656;34.099034;-116.154976;17500;24;DS;mammals
1657;47.078411;-118.498861;512;14;DS;mammals
1658;47.078411;-118.498861;512;14;DS;mammals
1659;47.078411;-118.498861;512;14;DS;mammals
1660;46.777597;-118.034204;512;14;DS;mammals
1661;46.777597;-118.034204;512;14;DS;mammals
1662;46.879033;-117.400204;512;14;DG;mammals
1663;46.879033;-117.400204;512;14;DG;mammals
1664;46.879033;-117.400204;512;2;DG;mammals
1665;46.879033;-117.400204;512;14;DG;mammals
1666;46.879033;-117.400204;512;14;DG;mammals
1667;46.879033;-117.400204;512;14;DG;mammals
1668;46.879033;-117.400204;512;14;CF;mammals
1669;46.886798;-116.526277;512;14;CF;mammals
1670;46.886798;-116.526277;512;14;CF;mammals
1671;46.886798;-116.526277;512;14;CF;mammals
1672;46.886798;-116.526277;512;14;CF;mammals
1673;46.886798;-116.526277;512;14;CF;mammals
1674;46.886798;-116.526277;512;14;CF;mammals
1675;46.886798;-116.526277;512;14;CF;mammals
1676;46.886798;-116.526277;512;3;CF;mammals
1677;46.886798;-116.526277;512;14;CF;mammals
1678;46.886798;-116.526277;512;3;CF;mammals
1679;46.879033;-117.400204;512;14;GL;mammals
1680;46.879033;-117.400204;512;3;GL;mammals
1681;46.347282;-119.444281;3600;12;DS;mammals
1682;46.347282;-119.444281;3600;12;DS;mammals
1683;46.347282;-119.444281;3600;12;DS;mammals
1684;46.347282;-119.444281;3600;12;DS;mammals
1685;37.095278;-113.578056;800;1;DS;mammals
1686;37.095278;-113.578056;800;1;DS;mammals
1687;37.095278;-113.578056;800;1;DS;mammals
1688;37.095278;-113.578056;800;1;DS;mammals
1689;37.095278;-113.578056;800;1;DS;mammals
1690;37.095278;-113.578056;800;1;DS;mammals
1691;37.095278;-113.578056;800;1;DS;mammals
1692;37.095278;-113.578056;800;1;DS;mammals
1693;37.095278;-113.578056;800;1;DS;mammals
1694;37.095278;-113.578056;800;1;DS;mammals
1695;37.095278;-113.578056;800;1;DS;mammals
1696;37.095278;-113.578056;800;1;DS;mammals
1697;37.095278;-113.578056;800;1;DS;mammals
1698;37.095278;-113.578056;800;1;DS;mammals
1699;37.095278;-113.578056;800;1;DS;mammals
1700;32.14451348;-113.0496597;3900;3;DS;mammals
1701;32.14015296;-113.0434799;3900;3;DS;mammals
1702;32.1267794;-113.0359268;3900;3;DS;mammals
1703;32.1157302;-113.0256271;3900;3;DS;mammals
1704;31.94050926;-113.0098343;3900;4;DS;mammals
1705;31.9408006;-112.997818;3900;4;DS;mammals
1706;31.93846984;-112.9909515;3900;4;DS;mammals
1707;31.93526494;-112.9734421;3900;4;DS;mammals
1708;32.07210186;-112.7262497;3900;5;DS;mammals
1709;32.05697251;-112.7245331;3900;5;DS;mammals
1710;32.03631108;-112.7228165;3900;5;DS;mammals
1711;32.02175798;-112.7156067;3900;5;DS;mammals
1712;32.00312664;-112.7083969;3900;5;DS;mammals
1713;31.95157962;-112.8622055;3900;8;DS;mammals
1714;31.95041439;-112.868042;3900;8;DS;mammals
1715;31.94633593;-112.8810883;3900;8;DS;mammals
1716;31.858056;-112.740278;5184;12;DS;mammals
1717;32.19798556;-112.8381729;8100;11;DS;mammals
1724;10.066667;-66.45;2915;13;TF;mammals
1725;8.55;-67.6;4e4;16;MX;mammals
1726;8.55;-67.6;22500;16;DF;mammals
1727;8.55;-67.6;4e4;5;DF;mammals
1728;8.55;-67.6;4e4;5;GL;mammals
1729;8.55;-67.6;4e4;6;GL;mammals
1730;37.308736;-88.966265;216e3;16;DF;mammals
1731;-11.9;-71.366667;4e3;22;TF;mammals
1732;-11.9;-71.366667;4e3;22;TF;mammals
1733;-11.9;-71.366667;2e3;22;TF;mammals
1734;-11.9;-71.366667;2e3;22;TF;mammals
1742;23.061667;-99.205;5e3;28;TF;mammals
1743;23.061667;-99.205;5e3;17;CLF;mammals
1744;23.061667;-99.205;1e3;28;TF;mammals
1745;23.061667;-99.205;1e3;17;CLF;mammals
1746;38.047623;-81.6779;4200;32;GL;mammals
1747;38.047623;-81.6779;3600;20;SH ;mammals
1748;38.047623;-81.6779;4200;32;DF;mammals
1749;38.047623;-81.6779;4200;32;DF;mammals
1750;39.44568;-87.239546;52500;25;MX;mammals
1751;39.44568;-87.239546;51520;25;GL;mammals
1752;39.44568;-87.239546;51875;25;DF;mammals
1753;39.44568;-87.239546;53750;25;DF;mammals
1754;32.684186;-94.132218;15e3;17;MF;mammals
1755;32.684186;-94.132218;15e3;17;MF;mammals
1756;32.684186;-94.132218;15e3;17;MF;mammals
1757;32.684186;-94.132218;15e3;17;CF;mammals
1758;39.618535;-93.23729;160;15;GL;mammals
1759;39.618535;-93.23729;160;15;AG;mammals
1760;39.618535;-93.23729;160;14;GL;mammals
1761;39.618535;-93.23729;160;15;AG;mammals
1762;39.618535;-93.23729;160;15;DF;mammals
1763;42.370234;-123.777474;32400;2;CF;mammals
1764;42.370234;-123.777474;32400;2;CF;mammals
1765;42.370234;-123.777474;40500;2;CF;mammals
1766;42.370234;-123.777474;32400;2;CF;mammals
1767;42.370234;-123.777474;48600;2;CF;mammals
1768;42.370234;-123.777474;56700;2;CF;mammals
1778;44;-74.216667;72e3;13;MF;mammals
1779;40.190609;-92.648172;17671;14;DF;mammals
1780;40.190609;-92.648172;17671;14;DF;mammals
1781;49.166667;-88.75;2e4;24;MF;mammals
1782;49.166667;-88.75;2e4;24;MF;mammals
1783;49.166667;-88.75;2e4;24;MF;mammals
1784;49.166667;-88.75;2e4;16;MF;mammals
1785;49.166667;-88.75;2e4;16;MF;mammals
1786;49.166667;-88.75;2e4;16;MF;mammals
1788;35.636111;-83.736111;19200;40;DF;mammals
1789;35.272222;-82.886944;19200;40;DF;mammals
1790;49.099151;-83.119605;11025;15;MF;mammals
1791;-7.770556;-51.961944;83360;35;TF;mammals
1792;36.101237;-115.021732;75;12;DS;mammals
1793;36.101237;-115.021732;75;12;DS;mammals
1794;36.101237;-115.021732;75;12;DS;mammals
1795;36.101237;-115.021732;75;12;DS;mammals
1796;36.101237;-115.021732;75;12;DS;mammals
1797;36.101237;-115.021732;75;12;DS;mammals
1798;33.8;-95.55;2500;6;GL;mammals
1799;33.8;-95.55;2500;6;GL;mammals
1800;33.8;-95.55;12500;6;GL;mammals
1801;33.8;-95.55;5e3;6;DF;mammals
1802;33.8;-95.55;12500;6;MF;mammals
1803;33.8;-95.55;12500;6;DF;mammals
1804;33.8;-95.55;12500;6;DF;mammals
1805;33.8;-95.55;5e3;6;W;mammals
1806;49.49712;-80.659278;500;4;CF;mammals
1807;49.49712;-80.659278;500;4;CF;mammals
1808;49.49712;-80.659278;500;4;CF;mammals
1809;49.49712;-80.659278;500;4;CF;mammals
1810;-12.809167;-69.345556;1050;1;TF;mammals
1811;-12.809167;-69.345556;1050;1;TF;mammals
1812;-13.136111;-69.611111;1920;2;TF;mammals
1813;-13.136111;-69.611111;1920;2;TF;mammals
1814;31.58513;-110.34426;413437.5;48;DG;mammals
1815;55.53836;-127.641169;57600;18;CF;mammals
1816;55.53836;-127.641169;57600;18;CF;mammals
1817;55.53836;-127.641169;57600;18;CF;mammals
1818;55.53836;-127.641169;57600;18;CF;mammals
1820;39.4;-79.65;103050;18;DF;mammals
1821;39.433333;-79.666667;103050;18;DF;mammals
1822;39.4;-79.7;111600;18;DF;mammals
1823;38.440673;-112.629524;188496;4;DS;mammals
1824;38.162242;-112.610199;45e4;3;DS;mammals
1825;45.916667;-66.666667;7e3;15;MF;mammals
1826;45.916667;-66.666667;7e3;15;MF;mammals
1827;45.916667;-66.666667;3e3;15;MF;mammals
1828;45.916667;-66.666667;6e3;3;MF;mammals
1829;45.916667;-66.666667;7e3;15;MF;mammals
1830;45.916667;-66.666667;7e3;15;MF;mammals
1831;45.916667;-66.666667;5e3;27;MF;mammals
1832;30.613254;-96.33929;9801;7;DF;mammals
1833;30.613254;-96.33929;9801;7;DF;mammals
1834;49.115965;-81.364002;135e3;4;MF;mammals
1835;49.115965;-81.364002;105e3;4;CF;mammals
1836;29.196425;-83.020005;36990;29;SH;mammals
1837;29.196425;-83.020005;36990;29;W;mammals
1838;31.628878;-110.175094;9900;18;DF;mammals
1839;31.628878;-110.175094;9900;18;DS;mammals
1840;31.628878;-110.175094;9900;18;DS;mammals
1841;41.947081;-82.513834;4950;4;W;mammals
1842;41.947081;-82.513834;790;3;W;mammals
1843;41.947081;-82.513834;990;3;W;mammals
1844;41.947081;-82.513834;990;3;W;mammals
1845;41.947081;-82.513834;990;3;W;mammals
1846;41.947081;-82.513834;9801;4;W;mammals
1847;41.947081;-82.513834;9801;4;W;mammals
1848;26.071434;-97.990937;1600;14;SH;mammals
1849;26.071434;-97.990937;1600;14;SH;mammals
1850;26.071434;-97.990937;1600;14;SH;mammals
1851;26.071434;-97.990937;1600;14;SH;mammals
1852;26.071434;-97.990937;1600;14;GL;mammals
1853;26.071434;-97.990937;1600;14;GL;mammals
1854;32.55;-88.533333;1400;13;CF;mammals
1855;32.55;-88.533333;1400;13;MF;mammals
1856;32.55;-88.533333;600;13;MF;mammals
1868;35.964027;-97.22849;57600;1;GL;mammals
1869;45.074279;-84.140314;10500;12;CF;mammals
1870;45.074279;-84.140314;10500;12;CF;mammals
1871;45.074279;-84.140314;10500;12;DF;mammals
1872;45.074279;-84.140314;10500;12;DF;mammals
1873;45.074279;-84.140314;10500;12;DF;mammals
1874;45.074279;-84.140314;10500;12;DF;mammals
1875;40.561002;-113.106915;218700;2;SH;mammals
1876;40.561002;-113.106915;218700;2;SH;mammals
1877;41.654492;-104.656182;613800;13;AG;mammals
1878;41.654492;-104.656182;49500;13;AG;mammals
1879;41.654492;-104.656182;59400;13;AG;mammals
1896;40.420134;-109.244569;14e3;2;SH;mammals
1897;40.420134;-109.244569;14e3;2;SH;mammals
1898;40.420134;-109.244569;14e3;2;SH;mammals
1899;40.420134;-109.244569;14e3;2;SH;mammals
1900;40.420134;-109.244569;14e3;2;SH;mammals
1901;40.420134;-109.244569;14e3;2;SH;mammals
1902;40.420134;-109.244569;14e3;2;SH;mammals
1903;40.420134;-109.244569;14e3;2;SH;mammals
1944;31.939177;-109.083237;2e4;348;SH;mammals
1961;-33.1166;26.7;6300;13;SH;mammals
1962;-33.1;26.6666;6300;13;SH;mammals
1963;-33.1166;26.6833;6300;13;SH;mammals
1964;-33.1333;26.7166;6300;13;SH;mammals
1965;-33.0833;26.7666;6300;13;GL;mammals
1966;-33.0666;26.7666;6300;13;GL;mammals
1967;-33.083;26.7666;6300;13;SH;mammals
1968;-33.1333;26.65;6300;13;SH;mammals
1969;-33.0833;26.7666;6300;13;SH;mammals
1970;-33.0833;26.75;6300;13;SH;mammals
1971;-33.0833;26.7833;6300;13;GL;mammals
1972;-33.0833;26.75;6300;13;SH;mammals
1973;-33.0833;26.7666;6300;13;SH;mammals
1974;-33.1166;26.7666;6300;13;GL;mammals
1975;-33.1166;26.7666;6300;13;GL;mammals
1976;-33.1166;26.7166;6300;13;SH;mammals
1977;-33.1166;26.7166;6300;13;SH;mammals
1994;9.074056;-11.721694;7450;1;DF;mammals
1995;9.096417;-11.730444;7450;1;SH;mammals
1996;9.093028;-11.7235;7450;1;DF;mammals
1997;9.396111;-11.72975;7450;1;DF;mammals
1998;9.161417;-11.709417;7450;1;MX;mammals
1999;-17.518051;145.619771;750;5;AG;mammals
2000;-17.518051;145.619771;500;14;DF;mammals
