species.ID;family;genus;species;trophic.guild
8796;sapindaceae;talisia;oliviformis;plants
8797;sapindaceae;talisia;oliviturmis;plants
8798;sapindaceae;talisia;peruviana;plants
8799;sapindaceae;talisia;princeps;plants
8800;sapindaceae;talisia;setigera;plants
8801;sapindaceae;talisia/matayba;m1;plants
8802;sapindaceae;talisia?;m1;plants
8803;sapindaceae;thinonia;m1;plants
8804;sapindaceae;thinonia;scandens;plants
8805;sapindaceae;thinouia;m1;plants
8806;sapindaceae;thinouia;myriantha;plants
8807;sapindaceae;thinouia;paraguariensis;plants
8808;sapindaceae;thinouia;paucidentata;plants
8809;sapindaceae;thinouia;repanda;plants
8810;sapindaceae;thouinia;m1;plants
8811;sapindaceae;thouinia;myriantha;plants
8812;sapindaceae;thouinia;paucidentata;plants
8813;sapindaceae;thouinidium;decandrum;plants
8814;sapindaceae;toulicia;reticulata;plants
8815;sapindaceae;tristeropsis;acutangula;plants
8816;sapindaceae;urvillea;m1;plants
8817;sapindaceae;urvillea;uniloba;plants
8818;sapindaceae;vouarana;guianensis;plants
8819;sapindaceae;xerospermum;laevigatum ssp acuminatum;plants
8820;sapindaceae;xerospermum;laevigatum ssp laevigatum;plants
8821;sapindaceae;xerospermum;noronhiana;plants
8822;sapindaceae;xerospermum;noronhianum;plants
8823;sapindaceae?;m1;m1;plants
8824;sapotaceae;aspidosperma;m1;plants
8825;sapotaceae;baillonella;m1;plants
8826;sapotaceae;baillonella;toxicosperma;plants
8827;sapotaceae;beccariella;baueri;plants
8828;sapotaceae;bucida;buceras;plants
8829;sapotaceae;bumelia;lanuginosa;plants
8830;sapotaceae;bumelia;salicifolia;plants
8831;sapotaceae;capurodendron;m1;plants
8832;sapotaceae cf;m1;m1;plants
8833;sapotaceae;cf manilkara;m1;plants
8834;sapotaceae;chrysophyllum;argenteum;plants
8835;sapotaceae;chrysophyllum;argenteum ssp auratum;plants
8836;sapotaceae;chrysophyllum;argenteum ssp. ferrugineaum;plants
8837;sapotaceae;chrysophyllum;bolvinianum;plants
8838;sapotaceae;chrysophyllum;bombycina;plants
8839;sapotaceae;chrysophyllum;bombycinum;plants
8840;sapotaceae;chrysophyllum;cf aureum;plants
8841;sapotaceae;chrysophyllum;colombianum;plants
8842;sapotaceae;chrysophyllum;cuspidatum;plants
8843;sapotaceae;chrysophyllum;gonocarpum;plants
8844;sapotaceae;chrysophyllum;guyanensis;plants
8845;sapotaceae;chrysophyllum;lanceolatum;plants
8846;sapotaceae;chrysophyllum;m1;plants
8847;sapotaceae;chrysophyllum;m2;plants
8848;sapotaceae;chrysophyllum;manaosense;plants
8849;sapotaceae;chrysophyllum;marginatum;plants
8850;sapotaceae;chrysophyllum;oliviforme;plants
8851;sapotaceae;chrysophyllum;oliviforme?;plants
8852;sapotaceae;chrysophyllum;panamensis;plants
8853;sapotaceae;chrysophyllum;sanguinoleatum;plants
8854;sapotaceae;chrysophyllum;sanguinolentum;plants
8855;sapotaceae;chrysophyllum;splendens;plants
8856;sapotaceae;chrysophyllum;venezuelanense;plants
8857;sapotaceae;chrysophyllum;venezuelense;plants
8858;sapotaceae;chrysophyllum?;m1;plants
8859;sapotaceae;ecclinusa;cf guianensis;plants
8860;sapotaceae;ecclinusa;lanceolata;plants
8861;sapotaceae;ecclinusa;m1;plants
8862;sapotaceae;ecclinusa;m2;plants
8863;sapotaceae;ecclinusa;m3;plants
8864;sapotaceae;ecclinusa;ramiflora;plants
8865;sapotaceae;elaeoluma;glabresens;plants
8866;sapotaceae;englerophyton;kenndeyi;plants
8867;sapotaceae;englerophyton;kennedyi;plants
8868;sapotaceae;englerophyton;m1;plants
8869;sapotaceae;faucherea;ambrensis;plants
8870;sapotaceae;franchetella;m1;plants
8871;sapotaceae;franchetella;m2;plants
8872;sapotaceae;gambeya;africans;plants
8873;sapotaceae;gambeya;boukokoensis;plants
8874;sapotaceae;ganua;beccarii;plants
8875;sapotaceae;ganua;kingii;plants
8876;sapotaceae;ganua;pierrei;plants
8877;sapotaceae;labourdonnaisia;glauca;plants
8878;sapotaceae;m1;m1;plants
8879;sapotaceae;m2;m1;plants
8880;sapotaceae;m3;m1;plants
8881;sapotaceae;m4;m1;plants
8882;sapotaceae;m5;m1;plants
8883;sapotaceae;m6;m1;plants
8884;sapotaceae;m7;m1;plants
8885;sapotaceae;madhuca;burckiana;plants
8886;sapotaceae;madhuca;elmeri;plants
8887;sapotaceae;madhuca;korthalsium;plants
8888;sapotaceae;madhuca;lancifolia;plants
8889;sapotaceae;madhuca;magnolis cf;plants
8890;sapotaceae;madhuca;malaccensis;plants
8891;sapotaceae;madhuca;pubicalyx;plants
8892;sapotaceae;maistichodendron;foetidissimum;plants
8893;sapotaceae;manilkara;NA;plants
8894;sapotaceae;manilkara;bidentata;plants
8895;sapotaceae;manilkara;cf venulosa;plants
8896;sapotaceae;manilkara;discolor;plants
8897;sapotaceae;manilkara;egensis;plants
8898;sapotaceae;manilkara;inundata;plants
8899;sapotaceae;manilkara;m1;plants
8900;sapotaceae;manilkara;m2;plants
8901;sapotaceae;manilkara;sulcata;plants
8902;sapotaceae;manilkara;venulosa;plants
8903;sapotaceae;manilkara;zapata?;plants
8904;sapotaceae;manilkara;zapota;plants
8905;sapotaceae;manilkara;zapota?;plants
8906;sapotaceae;manilkara/chrysophyllum;m1;plants
8907;sapotaceae;mastichodendron;foetidissimum;plants
8908;sapotaceae;micropholis;brochidodromus?;plants
8909;sapotaceae;micropholis;cf brychidodroma;plants
8910;sapotaceae;micropholis;crotonoides;plants
8911;sapotaceae;micropholis;egensis;plants
8912;sapotaceae;micropholis;garciniifolia;plants
8913;sapotaceae;micropholis;guyanensis;plants
8914;sapotaceae;micropholis;guyanensis ssp guianensis;plants
8915;sapotaceae;micropholis;guyanensis ssp guyanensis;plants
8916;sapotaceae;micropholis;guyanensis ssp. duckiana;plants
8917;sapotaceae;micropholis;m1;plants
8918;sapotaceae;micropholis;m2;plants
8919;sapotaceae;micropholis;porphyrocarpa;plants
8920;sapotaceae;micropholis;trunciflora;plants
8921;sapotaceae;micropholis;venulosa;plants
8922;sapotaceae;micropholis;williamsii;plants
8923;sapotaceae;mimusops;m1;plants
8924;sapotaceae;mimusops;petiolaris;plants
8925;sapotaceae;omphalocarpon;m1;plants
8926;sapotaceae;pachystela;m1;plants
8927;sapotaceae;palaquium;beccarianum;plants
8928;sapotaceae;palaquium;calophyllum;plants
8929;sapotaceae;palaquium;crypotocaryifolium;plants
8930;sapotaceae;palaquium;formosanum;plants
8931;sapotaceae;palaquium;hexandrum;plants
8932;sapotaceae;palaquium;lanceolatum;plants
8933;sapotaceae;palaquium;lanceolatum cf;plants
8934;sapotaceae;palaquium;leiocarpum;plants
8935;sapotaceae;palaquium;m1;plants
8936;sapotaceae;palaquium;rufolanigerum;plants
8937;sapotaceae;payena;maingayi;plants
8938;sapotaceae;perebea;angustifolia;plants
8939;sapotaceae;planchonella;aff obovoidea;plants
8940;sapotaceae;planchonella;euphlebia;plants
8941;sapotaceae;planchonella;m1;plants
8942;sapotaceae;planchonella;obovoidea;plants
8943;sapotaceae;planchonella;obovoides;plants
8944;sapotaceae;planchonella;papyracea;plants
8945;sapotaceae;planchonella;sp. nov.;plants
8946;sapotaceae;planchonella;thyensis;plants
8947;sapotaceae;planchonella;thyrsoidea;plants
8948;sapotaceae;planchonella?;m1;plants
8949;sapotaceae;pouteria;aff caimito;plants
8950;sapotaceae;pouteria;aff perusiana;plants
8951;sapotaceae;pouteria;aff reticulata;plants
8952;sapotaceae;pouteria;amygdalicarpa;plants
8953;sapotaceae;pouteria;bidentata;plants
8954;sapotaceae;pouteria;bilocularis;plants
8955;sapotaceae;pouteria;buenaventurensis;plants
8956;sapotaceae;pouteria;caimito;plants
8957;sapotaceae;pouteria;capacifolia;plants
8958;sapotaceae;pouteria;cayennensis;plants
8959;sapotaceae;pouteria;cf aspidosperma;plants
8960;sapotaceae;pouteria cf aspidosperma;m2;plants
8961;sapotaceae;pouteria;cf bilocularis;plants
8962;sapotaceae;pouteria;cf purusiana;plants
8963;sapotaceae;pouteria;cf reticulata;plants
8964;sapotaceae;pouteria;cladantha;plants
8965;sapotaceae;pouteria;cladantha cf;plants
8966;sapotaceae;pouteria;collina;plants
8967;sapotaceae;pouteria;cuspidata;plants
8968;sapotaceae;pouteria;cuspidata ssp robusta;plants
8969;sapotaceae;pouteria;cuspidata ssp. dura;plants
8970;sapotaceae;pouteria;dictyoneura;plants
8971;sapotaceae;pouteria;englerii;plants
8972;sapotaceae;pouteria;ephedrantha;plants
8973;sapotaceae;pouteria;franciscana;plants
8974;sapotaceae;pouteria;franciscana cf;plants
8975;sapotaceae;pouteria;gigantea;plants
8976;sapotaceae;pouteria;gigantifolia;plants
8977;sapotaceae;pouteria;glomerata;plants
8978;sapotaceae;pouteria;guianensis;plants
8979;sapotaceae;pouteria;jenmanii;plants
8980;sapotaceae;pouteria;laevigata;plants
8981;sapotaceae;pouteria;lateriflora;plants
8982;sapotaceae;pouteria;lucentifolia;plants
8983;sapotaceae;pouteria;lucumifolia;plants
8984;sapotaceae;pouteria;m1;plants
8985;sapotaceae;pouteria;m2;plants
8986;sapotaceae;pouteria;m3;plants
8987;sapotaceae;pouteria;m4;plants
8988;sapotaceae;pouteria;m5;plants
8989;sapotaceae;pouteria;m6;plants
8990;sapotaceae;pouteria;m7;plants
8991;sapotaceae;pouteria;m8;plants
8992;sapotaceae;pouteria;m9;plants
8993;sapotaceae;pouteria;m?;plants
8994;sapotaceae;pouteria;macrophylla;plants
8995;sapotaceae;pouteria;malaccensis;plants
8996;sapotaceae;pouteria;minor;plants
8997;sapotaceae;pouteria;multiflora;plants
8998;sapotaceae;pouteria;neglecta;plants
8999;sapotaceae;pouteria;oblanceolata;plants
9000;sapotaceae;pouteria;obovata;plants
9001;sapotaceae;pouteria;procera;plants
9002;sapotaceae;pouteria;purusana;plants
9003;sapotaceae;pouteria;purusiana;plants
9004;sapotaceae;pouteria;reticulata;plants
9005;sapotaceae;pouteria;reticulata cf;plants
9006;sapotaceae;pouteria;reticulata ssp reticulata;plants
9007;sapotaceae;pouteria;rhynchocarpa;plants
9008;sapotaceae;pouteria;rostrata;plants
9009;sapotaceae;pouteria;sapota;plants
9010;sapotaceae;pouteria;stipitata;plants
9011;sapotaceae;pouteria;subrotata;plants
9012;sapotaceae;pouteria;tomentosa;plants
9013;sapotaceae;pouteria;torta;plants
9014;sapotaceae;pouteria;torta ssp glabra;plants
9015;sapotaceae;pouteria;torta ssp torta;plants
9016;sapotaceae;pouteria;torta ssp tuberculata;plants
9017;sapotaceae;pouteria;trilocularis;plants
9018;sapotaceae;pouteria;unilocularis;plants
9019;sapotaceae;pouteria;unilocularis?;plants
9020;sapotaceae;pouteria;venezuelana;plants
9021;sapotaceae;pouteria;viridis;plants
9022;sapotaceae;pouteria/ecclinusa;m1;plants
9023;sapotaceae;pouteria?;m6;plants
9024;sapotaceae;pradosia;colombiana;plants
9025;sapotaceae;pradosia;columbiana;plants
9026;sapotaceae;pradosia;m1;plants
9027;sapotaceae;richardella;m1;plants
9028;sapotaceae;sarcaulus;brasiliensis;plants
9029;sapotaceae;sarcaulus;brasiliensis ssp grasilis;plants
9030;sapotaceae;sarcaulus?;m1;plants
9031;sapotaceae;sideroxylon;capiri;plants
9032;sapotaceae;sideroxylon;cinerve;plants
9033;sapotaceae;sideroxylon;foetidissimum;plants
9034;sapotaceae;sideroxylon;foetissimum;plants
9035;sapotaceae;sideroxylon;obtusifolia;plants
9036;sapotaceae;sideroxylon;obtusifolium;plants
9037;sapotaceae;synsepalum;longicuneatum;plants
9038;sapotaceae;synsepalum;m1;plants
9039;sapotaceae;synsepalum;stipulatum;plants
9040;saxifragaceae;hydrangea;m1;plants
9041;scrophulariaceae;schlegelia;dressleri;plants
9042;scytopetalaceae;brazzeia;congolensis;plants
9043;scytopetalaceae;ouabangia;alata;plants
9044;scytopetalaceae;rhaptopetalum;m1;plants
9045;simaroubaceae;brucea;guineensis;plants
9046;simaroubaceae;castela;coccinea;plants
9047;simaroubaceae;desbordesia;m1;plants
9048;simaroubaceae;eurycoma;longifolia;plants
9049;simaroubaceae;irvingia;excelsa;plants
9050;simaroubaceae;irvingia;gabonensis;plants
9051;simaroubaceae;irvingia;grandifolia;plants
9052;simaroubaceae;irvingia;wombolu;plants
9053;simaroubaceae;klainedoxa;gabonensis;plants
9054;simaroubaceae;klainedoxa;microphylla;plants
9055;simaroubaceae;kleinedoxa;gabonensis;plants
9056;simaroubaceae;m1;m1;plants
9057;simaroubaceae;picramnia;antidesma;plants
9058;simaroubaceae;picramnia;cooperi;plants
9059;simaroubaceae;picramnia;juniniana;plants
9060;simaroubaceae;picramnia;latifolia;plants
9061;simaroubaceae;picramnia;m1;plants
9062;simaroubaceae;picramnia;m2;plants
9063;simaroubaceae;picramnia;magnifolia;plants
9064;simaroubaceae;picramnia;pentandra;plants
9065;simaroubaceae;picrasma;javanica;plants
9066;simaroubaceae;quassia;africana;plants
9067;simaroubaceae;quassia;amara;plants
9068;simaroubaceae;quassia;indica;plants
9069;simaroubaceae;recchia;mexicana;plants
9070;simaroubaceae;simaba;cedron;plants
9071;simaroubaceae;simaba;m1;plants
9072;simaroubaceae;simaba;polyphylla;plants
9073;simaroubaceae;simaba?;m1;plants
9074;simaroubaceae;simarouba;amara;plants
9075;simaroubaceae;simarouba;amara aubl;plants
9076;simaroubaceae;simarouba;glauca;plants
9077;simaroubaceae;simarouba;m1;plants
9078;simaroubaceae;simaruba;glauca;plants
9079;smilacaceae;smilax;australis;plants
9080;smilacaceae;smilax;bracteata;plants
9081;smilacaceae;smilax;cf calophylla;plants
9082;smilacaceae;smilax;lanceolata;plants
9083;smilacaceae;smilax;laurifolia;plants
9084;smilacaceae;smilax;m1;plants
9085;smilaceae;smilax;m1;plants
9086;solanaceae;acnistis;frutescens;plants
9087;solanaceae;bassovia;breviflora;plants
9088;solanaceae;brugmansia;m1;plants
9089;solanaceae;brunfelsia;australis;plants
9090;solanaceae;brunfelsia;guianensis;plants
9091;solanaceae;brunfelsia;m1;plants
9092;solanaceae;cestrum;aff megalophyllum;plants
9093;solanaceae;cestrum;aff racemosum;plants
9094;solanaceae;cestrum;aff. megalophyllum;plants
9095;solanaceae;cestrum;cf racemosum;plants
9096;solanaceae;cestrum;m1;plants
9097;solanaceae;cestrum;m2;plants
9098;solanaceae;cestrum;megalophyllum;plants
9099;solanaceae;cestrum;megalophyllum aff;plants
9100;solanaceae;cestrum;racemosum;plants
9101;solanaceae;cestrum;silvaticum;plants
9102;solanaceae;cyphomandra;hartwegii;plants
9103;solanaceae;cyphomandra;m1;plants
9104;solanaceae;deprea;subtriflora;plants
9105;solanaceae;iochroma;grandiflorum;plants
9106;solanaceae;juanulloa;m1;plants
9107;solanaceae;juanulloa;parasitica;plants
9108;solanaceae;lycianthes;escuintlensis;plants
9109;solanaceae;lycianthes;m1;plants
9110;solanaceae;lycianthes;m2;plants
9111;solanaceae;lycianthes;pseudolycioides;plants
9112;solanaceae;lycianthes;purpusii;plants
9113;solanaceae;lycianthes;synanthera;plants
9114;solanaceae;m1;m1;plants
9115;solanaceae;m2;m1;plants
9116;solanaceae;markea;m1;plants
9117;solanaceae;saracha;declinata;plants
9118;solanaceae;sessea;corymbosa;plants
9119;solanaceae;solandra;m1;plants
9120;solanaceae;solanum;aff racemosa;plants
9121;solanaceae;solanum;arboreum;plants
9122;solanaceae;solanum;argenteum;plants
9123;solanaceae;solanum;cf diaboli;plants
9124;solanaceae;solanum;cf pensile;plants
9125;solanaceae;solanum;cymmetricam;plants
9126;solanaceae;solanum;extensum;plants
9127;solanaceae;solanum;granuloso-leprosmum;plants
9128;solanaceae;solanum;hayesii;plants
9129;solanaceae;solanum;inaequale;plants
9130;solanaceae;solanum;lancifolium;plants
9131;solanaceae;solanum;lepidatum;plants
9132;solanaceae;solanum;m1;plants
9133;solanaceae;solanum;m2;plants
9134;solanaceae;solanum;m3;plants
9135;solanaceae;solanum;m4;plants
9136;solanaceae;solanum;m5;plants
9137;solanaceae;solanum;m6;plants
9138;solanaceae;solanum;microleprodes;plants
9139;solanaceae;solanum;nudum aff;plants
9140;solanaceae;solanum;palenquense;plants
9141;solanaceae;solanum;pensile;plants
9142;solanaceae;solanum;riopalenquensis;plants
9143;solanaceae;solanum;riparium;plants
9144;solanaceae;solanum;schlechtendali;plants
9145;solanaceae;solanum;schletendalianum;plants
9146;solanaceae;solanum;sessile;plants
9147;solanaceae;solanum;styracoides;plants
9148;solanaceae;solanum;supranitidum;plants
9149;solanaceae;solanum;trichoneuron;plants
9150;solanaceae;solanum;tumescens;plants
9151;solanaceae;solanum;verbascifolium;plants
9152;solanaceae;solanum;wendlandii;plants
9153;solanaceae;solanum?;m1;plants
9154;solanaceae;vassobia;breviflora;plants
9155;solanaceae;witheringia;m1;plants
9156;solanaceae;witheringia;riparia;plants
9157;sphaerosepalaceae;rhopalocarpus;louvelii;plants
9158;sphaerosepalaceae;rhopalocarpus;lucidus;plants
9159;sphaerosepalaceae;rhopalocarpus;m1;plants
9160;staphyleaceae;huertea;glandulosa;plants
9161;staphyleaceae;staphylea;trifolia;plants
9162;staphyleaceae;staphylea;trifoliata;plants
9163;staphyleaceae;turpinia;insignis;plants
9164;staphyleaceae;turpinia;m1;plants
9165;staphyleaceae;turpinia;occidentalis;plants
9166;staphyleaceae;turpinia;paniculata;plants
9167;sterculiaceae;ayenia;micrantha;plants
9168;sterculiaceae;byttneria;aculeata;plants
9169;sterculiaceae;byttneria;asterotricha;plants
9170;sterculiaceae;byttneria;catalpifolia;plants
9171;sterculiaceae;byttneria;coriacea;plants
9172;sterculiaceae;byttneria;glabrescens;plants
9173;sterculiaceae;byttneria;m1;plants
9174;sterculiaceae;byttneria;m2;plants
9175;sterculiaceae;byttneria;m3;plants
9176;sterculiaceae;byttneria;m4;plants
9177;sterculiaceae;byttneria;m5;plants
9178;sterculiaceae;byttneria;m6;plants
9179;sterculiaceae;byttneria;maingayi;plants
9180;sterculiaceae;byttneria;pescapraeifolia;plants
9181;sterculiaceae;byttneria;pescapraeifolia cf;plants
9182;sterculiaceae;cola;cauliflora;plants
9183;sterculiaceae;cola;chlamydocola;plants
9184;sterculiaceae;cola;dendropanax cf;plants
9185;sterculiaceae;cola;discoglypremnophylla;plants
9186;sterculiaceae;cola;ficifolia;plants
9187;sterculiaceae;cola;ficifolia?;plants
9188;sterculiaceae;cola;flaviflora;plants
9189;sterculiaceae;cola;flavovelutina;plants
9190;sterculiaceae;cola;greenwayi;plants
9191;sterculiaceae;cola;heterophylla;plants
9192;sterculiaceae;cola;lateritia;plants
9193;sterculiaceae;cola;lepidota;plants
9194;sterculiaceae;cola;lissachensis;plants
9195;sterculiaceae;cola;m1;plants
9196;sterculiaceae;cola;m2;plants
9197;sterculiaceae;cola;m3;plants
9198;sterculiaceae;cola;m4;plants
9199;sterculiaceae;cola;m5;plants
9200;sterculiaceae;cola;m6;plants
9201;sterculiaceae;cola;mahoundensis;plants
9202;sterculiaceae;cola;marsupium;plants
9203;sterculiaceae;cola;mayimbensis;plants
9204;sterculiaceae;cola;megalophylla;plants
9205;sterculiaceae;cola;microcarpa;plants
9206;sterculiaceae;cola;pachycarpa;plants
9207;sterculiaceae;cola;ricinifolia;plants
9208;sterculiaceae;cola;rostrata;plants
9209;sterculiaceae;cola;semicarpophylla;plants
9210;sterculiaceae;cola;sp nova;plants
9211;sterculiaceae;cola;verticillata;plants
9212;sterculiaceae;dombeya;ambalabeensis;plants
9213;sterculiaceae;dombeya;ankarafantsikae;plants
9214;sterculiaceae;dombeya;m1;plants
9215;sterculiaceae;dombeya;m2;plants
9216;sterculiaceae;eleutherandum;m1;plants
9217;sterculiaceae;eriobroma;oblonga;plants
9218;sterculiaceae;eriolaena;quinquelocularis;plants
9219;sterculiaceae;firmiana?;m1;plants
9220;sterculiaceae;guazuma;m1;plants
9221;sterculiaceae;guazuma;tomentosa;plants
9222;sterculiaceae;guazuma;ulmifolia;plants
9223;sterculiaceae;helicteres;barvensis;plants
9224;sterculiaceae;helicteres;carthagininsis;plants
9225;sterculiaceae;helicteres;hirsuta;plants
9226;sterculiaceae;helicteres;isora;plants
9227;sterculiaceae;helicteres;m1;plants
9228;sterculiaceae;heliocarpus;americanus;plants
9229;sterculiaceae;heliocarpus;americanus ssp popayanensis;plants
9230;sterculiaceae;heliocarpus;appendiculatus;plants
9231;sterculiaceae;heliocarpus;pallidus;plants
9232;sterculiaceae;heliocarpus;popayanensis;plants
9233;sterculiaceae;herrania;balaensis;plants
9234;sterculiaceae;herrania;m1;plants
9235;sterculiaceae;hildegardia;perrieri;plants
9236;sterculiaceae;leptoncychia;m1;plants
9237;sterculiaceae;leptonychia;batangensis;plants
9238;sterculiaceae;leptonychia;m1;plants
9239;sterculiaceae;m;m1;plants
9240;sterculiaceae;nesogordonia;m1;plants
9241;sterculiaceae;nesogordonia;m2;plants
9242;sterculiaceae;nesogordonia;papaverifera;plants
9243;sterculiaceae;nesogordonia;parvifolia;plants
9244;sterculiaceae;nesogordonia;romandii;plants
9245;sterculiaceae;octolobus;heteromeris;plants
9246;sterculiaceae;octolobus;m1;plants
9247;sterculiaceae;pterospermum;diversifolium;plants
9248;sterculiaceae;pterygota;columbiana;plants
9249;sterculiaceae;pterygota;m1;plants
9250;sterculiaceae;reevesia;m1;plants
9251;sterculiaceae;scaphium cf;m1;plants
9252;sterculiaceae;scaphium;linerocarpum;plants
9253;sterculiaceae;scaphium;m1;plants
9254;sterculiaceae;scaphium;macropodum;plants
9255;sterculiaceae;scaphopetalum;amoenum;plants
9256;sterculiaceae;scaphopetalum;thonneri;plants
9257;sterculiaceae;sterculia;aerisperma;plants
9258;sterculiaceae;sterculia cf;m2;plants
9259;sterculiaceae;sterculia;columbiana;plants
9260;sterculiaceae;sterculia;corrugata;plants
9261;sterculiaceae;sterculia;excelsa;plants
9262;sterculiaceae;sterculia;laurifolia;plants
9263;sterculiaceae;sterculia;m1;plants
9264;sterculiaceae;sterculia;m2;plants
9265;sterculiaceae;sterculia;m3;plants
9266;sterculiaceae;sterculia;recordiana;plants
9267;sterculiaceae;sterculia;rhinopetala;plants
9268;sterculiaceae;sterculia;schumannii;plants
9269;sterculiaceae;sterculia;tessmannii;plants
9270;sterculiaceae;theobroma;angustifolia;plants
9271;sterculiaceae;theobroma;bernoulli ssp. capilleterum;plants
9272;sterculiaceae;theobroma;cacao;plants
9273;sterculiaceae;theobroma cf;m1;plants
9274;sterculiaceae;theobroma;glaucum;plants
9275;sterculiaceae;theobroma;m1;plants
9276;sterculiaceae;theobroma;m2;plants
9277;sterculiaceae;theobroma;obovatum;plants
9278;sterculiaceae;theobroma;simiarum;plants
9279;sterculiaceae;theobroma;speciosa;plants
9280;sterculiaceae;theobroma;speciosum;plants
9281;sterculiaceae;theobroma;subincana;plants
9282;sterculiaceae;theobroma;subincanum;plants
9283;sterculiaceae;theobroma;sylvestre;plants
9284;sterculiaceae;tiliac cf;m1;plants
9285;strelitziaceae;phenakosperma;guyanense;plants
9286;strelitziaceae;ravenala;madagascariensis;plants
9287;strelitziacveae;ravenala;madagascariensis;plants
9288;styracaceae;styrax cf;m1;plants
9289;styracaceae;styrax;formosana;plants
9290;styracaceae;styrax;m1;plants
9291;styracaceae;styrax;neuron;plants
9292;styracaceae;styrax;ovatus;plants
9293;styracaceae;styrax;paralleloneuron;plants
9294;styracaceae;styrax;pentlandianus;plants
9295;styracaceae;styrax;schultzei;plants
9296;symplocaceae;symplocos;cochinchinensis;plants
9297;symplocaceae;symplocos;ferruginea;plants
9298;symplocaceae;symplocos;flavescens;plants
9299;symplocaceae;symplocos;glomerata;plants
9300;symplocaceae;symplocos;hartwegii;plants
9301;symplocaceae;symplocos;m1;plants
9302;symplocaceae;symplocos;m2;plants
9303;symplocaceae;symplocos;m3;plants
9304;symplocaceae;symplocos;prionaphyla;plants
9305;symplocaceae;symplocos;shilanensis;plants
9306;symplocaceae;symplocos;stamellii;plants
9307;symplocaceae;symplocos;tinctoria;plants
9308;symplocaceae;symplocos;verricosa;plants
9309;symplocaceae;symplocos;wikstroenifolia;plants
9310;symplocaceae;symplocos?;m3;plants
9311;symplocaceae;symplocos?;m4;plants
9312;taxaceae;torreya;nucifera;plants
9313;tetrameristaceae;tetramerista;glabra;plants
9314;theaceae;adinandra;formoseana;plants
9315;theaceae;adinandra;m1;plants
9316;theaceae;adinandra;m2;plants
9317;theaceae;bonnetia;m1;plants
9318;theaceae;bonnettia?;m1;plants
9319;theaceae;camelia;japonica;plants
9320;theaceae;camellia;oleifera;plants
9321;theaceae;clavija;m1;plants
9322;theaceae;cleyera;japonica;plants
9323;theaceae;eurya;hayatai;plants
9324;theaceae;eurya;japonica;plants
9325;theaceae;freziera;candicans;plants
9326;theaceae;freziera;canescens;plants
9327;theaceae;freziera;m1;plants
9328;theaceae;gordonia;axillaris;plants
9329;theaceae;gordonia;fruticosa;plants
9330;theaceae;gordonia;m1;plants
9331;theaceae;gordonia;m2;plants
9332;theaceae;gordonia;obtusa;plants
9333;theaceae;gordonia;planchonii;plants
9334;theaceae;laplacea;m1;plants
9335;theaceae;laplacea?;m1;plants
9336;theaceae;m1;m1;plants
9337;theaceae;schima;hypochlora;plants
9338;theaceae;schima;superba;plants
9339;theaceae;schima;wallichii;plants
9340;theaceae;symplococarpon;m1;plants
9341;theaceae;symplococarpon;purpusii;plants
9342;theaceae;ternstroemia;m1;plants
9343;theaceae;ternstroemia;myrsina cf;plants
9344;theaceae;ternstroemia;nyctag cf;plants
9345;theaceae;ternstroemia;polyandra;plants
9346;theaceae;ternstroemia;stylogyra cf;plants
9347;theophrastaceae;clavija;eggersii(or eggersiana);plants
9348;theophrastaceae;clavija;m1;plants
9349;theophrastaceae;clavija;nutans;plants
9350;theophrastaceae;clavija;procera;plants
9351;theophrastaceae;jacquinia;aristata;plants
9352;theophrastaceae;jacquinia;m1;plants
9353;theophrastaceae;jacquinia;pungens;plants
9354;theophrastaceae;theophrasta;m1;plants
9355;thymelaeaceae;aquilaria;crassna;plants
9356;thymelaeaceae;aquilaria;microcarpa;plants
9357;thymelaeaceae;daphnopsis;ecuatoriales;plants
9358;thymelaeaceae;daphnopsis;m1;plants
9359;thymelaeaceae;enkleia;maluccensis;plants
9360;thymelaeaceae;gonystylus;acuminatus;plants
9361;thymelaeaceae;gonystylus;affinis;plants
9362;thymelaeaceae;gonystylus;mainguyi;plants
9363;thymelaeaceae;lethydon;m1;plants
9364;thymelaeaceae;lethydon;m2;plants
9365;thymelaeaceae;lethydon;xylopia;plants
9366;thymelaeaceae;m;m1;plants
9367;thymelaeaceae;m1;m1;plants
9368;thymelaeaceae;octolepis;caseariae;plants
9369;thymelaeaceae;octolobus;angustatus;plants
9370;thymelaeaceae;octolobus;spectabilis;plants
9371;thymelaeaceae;ovidia;pillopillo;plants
9372;thymelaeaceae;phaleria;m1;plants
9373;thymelaeaceae;schoenobiblus;m1;plants
9374;thymelaeaceae;schoenobiblus;panamensis;plants
9375;thymelaeaceae/lauraceae;m1;m1;plants
9376;thymeleaceae;dirca;palustris;plants
9377;thynelaeaceae;gonystylus;acuminatus;plants
9378;thynelaeaceae;gonystylus;brunnescens;plants
9379;tileaceae;heliocarpus;m1;plants
9380;tileaceae;luehea;speciosa;plants
9381;tiliaceae;ancistrocarpus;m1;plants
9382;tiliaceae;apeiba;aspera;plants
9383;tiliaceae;apeiba;echinata;plants
9384;tiliaceae;apeiba;membranacea;plants
9385;tiliaceae;apeiba;membranaceae;plants
9386;tiliaceae;apeiba;tibourbou;plants
9387;tiliaceae;brownlowia;glabrata;plants
9388;tiliaceae;christiana;africana;plants
9389;tiliaceae;colona;m1;plants
