species.ID;family;genus;species;trophic.guild
3020;dichapetalaceae;dichapetalum;integripetalum;plants
3021;dichapetalaceae;dichapetalum;m1;plants
3022;dichapetalaceae;dichapetalum;m2;plants
3023;dichapetalaceae;dichapetalum;m3;plants
3024;dichapetalaceae;dichapetalum;m5;plants
3025;dichapetalaceae;dichapetalum;madagascariense;plants
3026;dichapetalaceae;dichapetalum;mombuttense;plants
3027;dichapetalaceae;dichapetalum;mossambicense;plants
3028;dichapetalaceae;dichapetalum;mozambiquensis cf;plants
3029;dichapetalaceae;dichapetalum;mundense;plants
3030;dichapetalaceae;dichapetalum;odoratum;plants
3031;dichapetalaceae;dichapetalum;pallidum;plants
3032;dichapetalaceae;dichapetalum;petolatum;plants
3033;dichapetalaceae;dichapetalum;rudatisii;plants
3034;dichapetalaceae;dichapetalum;rugosum;plants
3035;dichapetalaceae;dichapetalum;sessiliflorum;plants
3036;dichapetalaceae;dichapetalum;spruceanum;plants
3037;dichapetalaceae;dichapetalum?;m1;plants
3038;dichapetalaceae;dichapetulum;papuana;plants
3039;dichapetalaceae;dichapetulum;sessiliflorum;plants
3040;dichapetalaceae;dishapetalum;insigne;plants
3041;dichapetalaceae;stephanopodium;angulatum;plants
3042;dichapetalaceae;stephanopodium;m1;plants
3043;dichapetalaceae;tapura;acreana;plants
3044;dichapetalaceae;tapura;africana;plants
3045;dichapetalaceae;tapura;amazonica;plants
3046;dichapetalaceae;tapura;guianensis;plants
3047;dichapetalaceae;tapura;juruana;plants
3048;dichapetalaceae;tapura;juruana?;plants
3049;dichapetalaceae;tapura;m1;plants
3050;dichapetalaceae;tapura;m2;plants
3051;dichapetalaceae;tapura;peruviana;plants
3052;dichapetalaceae;tapura;singularis;plants
3053;dichapetalum;tapura;m1;plants
3054;dicksoniaceae;dicksonia;m1;plants
3055;dicksoniaceae;dicksonia;sellowiana;plants
3056;didiereaceae;alluaudia;procera;plants
3057;dilleniaceae;cf dillenac.;m1;plants
3058;dilleniaceae;curatella;americana;plants
3059;dilleniaceae;davilla;kunthii;plants
3060;dilleniaceae;davilla;m1;plants
3061;dilleniaceae;davilla;multiflora;plants
3062;dilleniaceae;davilla;nitida;plants
3063;dilleniaceae;davilla;rugosa;plants
3064;dilleniaceae;dillenia;castanifolia;plants
3065;dilleniaceae;dillenia;excelsa;plants
3066;dilleniaceae;dillenia;m1;plants
3067;dilleniaceae;dillenia;reifferscheidia;plants
3068;dilleniaceae;dillenia;sumatrana;plants
3069;dilleniaceae;dillenia;triquetra;plants
3070;dilleniaceae;doliocarpus;aff. magnificus;plants
3071;dilleniaceae;doliocarpus;amazonicus ssp amazonicus;plants
3072;dilleniaceae;doliocarpus;cf. amazonicus;plants
3073;dilleniaceae;doliocarpus;dantatus?;plants
3074;dilleniaceae;doliocarpus;dentatus;plants
3075;dilleniaceae;doliocarpus;dentatus?;plants
3076;dilleniaceae;doliocarpus;hispedifolius;plants
3077;dilleniaceae;doliocarpus;m1;plants
3078;dilleniaceae;doliocarpus;m2;plants
3079;dilleniaceae;doliocarpus;macrocarpus;plants
3080;dilleniaceae;doliocarpus;macrocarpus cf;plants
3081;dilleniaceae;doliocarpus;major;plants
3082;dilleniaceae;doliocarpus;multiflorus;plants
3083;dilleniaceae;doliocarpus;olivaceous;plants
3084;dilleniaceae;doliocarpus?;macrocarpus cf;plants
3085;dilleniaceae;m;m1;plants
3086;dilleniaceae;m1;m1;plants
3087;dilleniaceae;m2;m1;plants
3088;dilleniaceae;m3;m1;plants
3089;dilleniaceae;pinzona;coriacea;plants
3090;dilleniaceae;pinzona;m1;plants
3091;dilleniaceae;tetracera;akara;plants
3092;dilleniaceae;tetracera;alnifolia;plants
3093;dilleniaceae;tetracera;aspenula;plants
3094;dilleniaceae;tetracera;hydrophila;plants
3095;dilleniaceae;tetracera;m1;plants
3096;dilleniaceae;tetracera;m3;plants
3097;dilleniaceae;tetracera;macrophylla;plants
3098;dilleniaceae;tetracera;nordtiana;plants
3099;dilleniaceae;tetracera;parviflora;plants
3100;dilleniaceae;tetracera;volubilis;plants
3101;dilleniaceae;tetracera;willdenowiana;plants
3102;dioscoreaceae;dioscorea;m1;plants
3103;dipterocarpaceae;anisoptera;costata;plants
3104;dipterocarpaceae;anisoptera;laevis;plants
3105;dipterocarpaceae;cotylelobium;melanoxylum;plants
3106;dipterocarpaceae;dipterocarpus;cornutus;plants
3107;dipterocarpaceae;dipterocarpus;geniculatus;plants
3108;dipterocarpaceae;dipterocarpus;gracilis;plants
3109;dipterocarpaceae;dipterocarpus;hasseltii;plants
3110;dipterocarpaceae;dipterocarpus;intricatus;plants
3111;dipterocarpaceae;dipterocarpus;m1;plants
3112;dipterocarpaceae;dryanobalanops;beccarii;plants
3113;dipterocarpaceae;hopea;m1;plants
3114;dipterocarpaceae;neobalanocarpus;heimii;plants
3115;dipterocarpaceae;shorea;acuminata;plants
3116;dipterocarpaceae;shorea;atrivinosa;plants
3117;dipterocarpaceae;shorea;beccariana;plants
3118;dipterocarpaceae;shorea;bracteolata;plants
3119;dipterocarpaceae;shorea;brunnescens;plants
3120;dipterocarpaceae;shorea;ciliata;plants
3121;dipterocarpaceae;shorea;contorta;plants
3122;dipterocarpaceae;shorea;crassa;plants
3123;dipterocarpaceae;shorea;cuspidata;plants
3124;dipterocarpaceae;shorea;elliptica;plants
3125;dipterocarpaceae;shorea;falcifera;plants
3126;dipterocarpaceae;shorea;flava;plants
3127;dipterocarpaceae;shorea;hopeifolia;plants
3128;dipterocarpaceae;shorea;lepidota;plants
3129;dipterocarpaceae;shorea;leprosula;plants
3130;dipterocarpaceae;shorea;macroptera ssp. baillonii;plants
3131;dipterocarpaceae;shorea;maxima;plants
3132;dipterocarpaceae;shorea;maxwelliana;plants
3133;dipterocarpaceae;shorea;multiflora;plants
3134;dipterocarpaceae;shorea;obtusa;plants
3135;dipterocarpaceae;shorea;oralis;plants
3136;dipterocarpaceae;shorea;ovalis;plants
3137;dipterocarpaceae;shorea;ovata;plants
3138;dipterocarpaceae;shorea;parviflora;plants
3139;dipterocarpaceae;shorea;parvifolia;plants
3140;dipterocarpaceae;shorea;pauciflora;plants
3141;dipterocarpaceae;shorea;roxburghii;plants
3142;dipterocarpaceae;shorea;scaberrima;plants
3143;dipterocarpaceae;shorea;subcylindrica;plants
3144;dipterocarpaceae;shorea;superba;plants
3145;dipterocarpaceae;vatica;micrantha;plants
3146;dipterocarpaceae;vatica;nitens;plants
3147;dipterocarpaceae;vatica;oblongifolia;plants
3148;ebenaceae;diospyros;ahernii;plants
3149;ebenaceae;diospyros;alboflavescens;plants
3150;ebenaceae;diospyros;apiculata;plants
3151;ebenaceae;diospyros;argentea;plants
3152;ebenaceae;diospyros;artanthifolia;plants
3153;ebenaceae;diospyros;barteri;plants
3154;ebenaceae;diospyros;bipindensis;plants
3155;ebenaceae;diospyros;borneensis;plants
3156;ebenaceae;diospyros;buxifolia;plants
3157;ebenaceae;diospyros;canaliculata;plants
3158;ebenaceae;diospyros;castanea;plants
3159;ebenaceae;diospyros;cf aequoris;plants
3160;ebenaceae;diospyros;conocarpa;plants
3161;ebenaceae;diospyros;crassiflora;plants
3162;ebenaceae;diospyros;dendo;plants
3163;ebenaceae;diospyros;diepenhorstii;plants
3164;ebenaceae;diospyros;dippenhorstii;plants
3165;ebenaceae;diospyros;discolor;plants
3166;ebenaceae;diospyros;ehretibides;plants
3167;ebenaceae;diospyros;ehretioides;plants
3168;ebenaceae;diospyros;eriantha;plants
3169;ebenaceae;diospyros;euphlebia;plants
3170;ebenaceae;diospyros;fanciflora;plants
3171;ebenaceae;diospyros;fasciculiflora;plants
3172;ebenaceae;diospyros;ferrea?;plants
3173;ebenaceae;diospyros;ferruginescens;plants
3174;ebenaceae;diospyros;foveo-reticulata;plants
3175;ebenaceae;diospyros;gabunensis;plants
3176;ebenaceae;diospyros;graciliflora;plants
3177;ebenaceae;diospyros;hemicycloides;plants
3178;ebenaceae;diospyros;hermaphrodites;plants
3179;ebenaceae;diospyros;hoyleana;plants
3180;ebenaceae;diospyros;hoylei;plants
3181;ebenaceae;diospyros;iturensis;plants
3182;ebenaceae;diospyros;japonica;plants
3183;ebenaceae;diospyros;jerensis;plants
3184;ebenaceae;diospyros;latispathulata;plants
3185;ebenaceae;diospyros;m1;plants
3186;ebenaceae;diospyros;m10;plants
3187;ebenaceae;diospyros;m11;plants
3188;ebenaceae;diospyros;m12;plants
3189;ebenaceae;diospyros;m2;plants
3190;ebenaceae;diospyros;m3;plants
3191;ebenaceae;diospyros;m4;plants
3192;ebenaceae;diospyros;m5;plants
3193;ebenaceae;diospyros;m6;plants
3194;ebenaceae;diospyros;m7;plants
3195;ebenaceae;diospyros;m8;plants
3196;ebenaceae;diospyros;m9;plants
3197;ebenaceae;diospyros;malabania/pseudo?;plants
3198;ebenaceae;diospyros;malam;plants
3199;ebenaceae;diospyros;malayana;plants
3200;ebenaceae;diospyros;maritima;plants
3201;ebenaceae;diospyros;mathewsiana;plants
3202;ebenaceae;diospyros;megasepala;plants
3203;ebenaceae;diospyros;melinonii;plants
3204;ebenaceae;diospyros;montana;plants
3205;ebenaceae;diospyros;nitida;plants
3206;ebenaceae;diospyros;obliquifolia;plants
3207;ebenaceae;diospyros;pendula;plants
3208;ebenaceae;diospyros;peruviana;plants
3209;ebenaceae;diospyros;piscatoria;plants
3210;ebenaceae;diospyros;poncei;plants
3211;ebenaceae;diospyros;praetermissa;plants
3212;ebenaceae;diospyros;preussii;plants
3213;ebenaceae;diospyros;pseudomespilus;plants
3214;ebenaceae;diospyros;scortechinii;plants
3215;ebenaceae;diospyros;simulans;plants
3216;ebenaceae;diospyros;sinaloensis?;plants
3217;ebenaceae;diospyros;singapurensis;plants
3218;ebenaceae;diospyros;suaveolens;plants
3219;ebenaceae;diospyros;tessellaria;plants
3220;ebenaceae;diospyros;tetrasperma;plants
3221;ebenaceae;diospyros;texana;plants
3222;ebenaceae;diospyros;undabunda;plants
3223;ebenaceae;diospyros;venosa;plants
3224;ebenaceae;diospyros;verrucosa;plants
3225;ebenaceae;diospyros;virginiana;plants
3226;ebenaceae;diospyros;xylspioides;plants
3227;ebenaceae;diospyros;zenkeri;plants
3228;ebenaceae;diospyros?;m1;plants
3229;ebenaceae;diospyros?;xanthophyllum;plants
3230;ebenaceae;diospyrosz?;cf aequaria;plants
3231;ebenaceae;lissocarpa;benthamii;plants
3232;ebenaceae?;cf diospyros;m1;plants
3233;ebenaceae?;diospyros?;m1;plants
3234;elaeagnaceae;eleagnus;conforta;plants
3235;elaeagnaceae;eleagnus;glabra;plants
3236;elaeagnaceae;eleagnus;latifolia;plants
3237;elaeocarpaceae;aceratium;m1;plants
3238;elaeocarpaceae;aceratium;m3;plants
3239;elaeocarpaceae;aceratium?;m1;plants
3240;elaeocarpaceae;aristotelia;megalosperma;plants
3241;elaeocarpaceae;dubouzetia;elegans;plants
3242;elaeocarpaceae;elaeacarpus;stipularis;plants
3243;elaeocarpaceae;elaeocarpus;amplifolius;plants
3244;elaeocarpaceae;elaeocarpus;arahemicus;plants
3245;elaeocarpaceae;elaeocarpus;cf. subserretus;plants
3246;elaeocarpaceae;elaeocarpus;ferriginea;plants
3247;elaeocarpaceae;elaeocarpus;ferrugineus;plants
3248;elaeocarpaceae;elaeocarpus;largiflorens;plants
3249;elaeocarpaceae;elaeocarpus;m1;plants
3250;elaeocarpaceae;elaeocarpus;m2;plants
3251;elaeocarpaceae;elaeocarpus;m3;plants
3252;elaeocarpaceae;elaeocarpus;m5;plants
3253;elaeocarpaceae;elaeocarpus;m6;plants
3254;elaeocarpaceae;elaeocarpus;rugosus;plants
3255;elaeocarpaceae;elaeocarpus;sapot cf;plants
3256;elaeocarpaceae;elaeocarpus;sericopetalus;plants
3257;elaeocarpaceae;elaeocarpus;serratus;plants
3258;elaeocarpaceae;elaeocarpus;sp. nov.;plants
3259;elaeocarpaceae;elaeocarpus;sylvestris;plants
3260;elaeocarpaceae;elaeocarpus;yateensis;plants
3261;elaeocarpaceae;eleocarpus;serratus;plants
3262;elaeocarpaceae;faramea;sessilifolia;plants
3263;elaeocarpaceae;sloanea;aff laurifolia;plants
3264;elaeocarpaceae;sloanea;australis;plants
3265;elaeocarpaceae;sloanea;berteriana;plants
3266;elaeocarpaceae;sloanea;brachytepa;plants
3267;elaeocarpaceae;sloanea;brevipes;plants
3268;elaeocarpaceae;sloanea;eichleri;plants
3269;elaeocarpaceae;sloanea;faginea;plants
3270;elaeocarpaceae;sloanea;fragrans;plants
3271;elaeocarpaceae;sloanea;grandiflora;plants
3272;elaeocarpaceae;sloanea;grandifolia cf;plants
3273;elaeocarpaceae;sloanea;guianensis;plants
3274;elaeocarpaceae;sloanea;guianensis?;plants
3275;elaeocarpaceae;sloanea;m1;plants
3276;elaeocarpaceae;sloanea;m2;plants
3277;elaeocarpaceae;sloanea;m3;plants
3278;elaeocarpaceae;sloanea;m4;plants
3279;elaeocarpaceae;sloanea;m5;plants
3280;elaeocarpaceae;sloanea;m6;plants
3281;elaeocarpaceae;sloanea;m7;plants
3282;elaeocarpaceae;sloanea;m8;plants
3283;elaeocarpaceae;sloanea;m9;plants
3284;elaeocarpaceae;sloanea;macbrydei;plants
3285;elaeocarpaceae;sloanea;macrophylla;plants
3286;elaeocarpaceae;sloanea;meiantha;plants
3287;elaeocarpaceae;sloanea;meianthera;plants
3288;elaeocarpaceae;sloanea;monosperma;plants
3289;elaeocarpaceae;sloanea;picapica;plants
3290;elaeocarpaceae;sloanea;pubescens;plants
3291;elaeocarpaceae;sloanea;saginensis;plants
3292;elaeocarpaceae;sloanea;sinemariensis;plants
3293;elaeocarpaceae;sloanea;sogeriensis;plants
3294;elaeocarpaceae;sloanea;terniflora;plants
3295;elaeocarpaceae;sloanea;tuerckheimii;plants
3296;elaeocarpaceae;sloanea;turkleimii;plants
3297;elaeocarpaceae;sloanea;zuliaensis;plants
3298;elaeocarpaceae;sloanea;zulianensis;plants
3299;elaeocarpaceae;sloanea?;grandiflora;plants
3300;elaeocarpaceae;sloanea?;mallotus cf;plants
3301;elaeocarpaceae;vallea;stipularis;plants
3302;elaocarpaceae;sloanea;m2;plants
3303;elaocarpaceae;sloanea;m3;plants
3304;elaocarpaceae;sloanea;m4;plants
3305;elaocarpaceae;sloanea;m5;plants
3306;elaocarpaceae;sloanea;m6;plants
3307;elaocarpaceae;vallea;stipularis;plants
3308;epacridaceae;styphelia;cymbulae;plants
3309;ericacaeae;macleania;rupestris;plants
3310;ericaceae;arbutus;xalapensis;plants
3311;ericaceae;cavandishia;nucayensis;plants
3312;ericaceae;cavendishia;antioquiensis;plants
3313;ericaceae;cavendishia;callista;plants
3314;ericaceae;cavendishia;m1;plants
3315;ericaceae;cavendishia;m2;plants
3316;ericaceae;cavendishia;palustris;plants
3317;ericaceae;cavendishia;tarapotana;plants
3318;ericaceae;cavendishia;tarapotana var ssp tarapotana;plants
3319;ericaceae;disterigma;alaterniodes;plants
3320;ericaceae;gaultheria;phyllarifolia;plants
3321;ericaceae;kalmia;latifolia;plants
3322;ericaceae;lyonia;ovalifolia;plants
3323;ericaceae;m1;m1;plants
3324;ericaceae;m1;m2;plants
3325;ericaceae;m2;m1;plants
3326;ericaceae;m3;m1;plants
3327;ericaceae;macleania;benthamiana;plants
3328;ericaceae;macleania;cf smithiana;plants
3329;ericaceae;pieris;japonica;plants
3330;ericaceae;psamminia;m1;plants
3331;ericaceae;psammisia cf;aberrans;plants
3332;ericaceae;psammisia;elliptica;plants
3333;ericaceae;psammisia;ferruginea;plants
3334;ericaceae;psammisia;m1;plants
3335;ericaceae;psammisia;m2;plants
3336;ericaceae;psammisia;m3;plants
3337;ericaceae;rhododendron;arborescens;plants
3338;ericaceae;rhododendron;dilatatum;plants
3339;ericaceae;rhododendron;nialgiricum;plants
3340;ericaceae;satyria;elongata;plants
3341;ericaceae;satyria;m1;plants
3342;ericaceae;satyria;panurensis;plants
3343;ericaceae;themistoclesia;m1;plants
3344;ericaceae;thibaudia;floribunda;plants
3345;ericaceae;vaccinium;arboreum;plants
3346;ericaceae;vaccinium;bracteatum;plants
3347;ericaceae;vaccinum;arboreum;plants
3348;ericaceae?;m1;macleaia?;plants
3349;erythroxcylaceae;erythroxylon;m1;plants
3350;erythroxylaceae;erythroxulum;mexicanum;plants
3351;erythroxylaceae;erythroxylon;amplum;plants
3352;erythroxylaceae;erythroxylon;m1;plants
3353;erythroxylaceae;erythroxylum;areolatum;plants
3354;erythroxylaceae;erythroxylum;carthogense;plants
3355;erythroxylaceae;erythroxylum;citrifolium;plants
3356;erythroxylaceae;erythroxylum;confusum;plants
3357;erythroxylaceae;erythroxylum;cuneifolium;plants
3358;erythroxylaceae;erythroxylum;daphnites;plants
3359;erythroxylaceae;erythroxylum;glaucum;plants
3360;erythroxylaceae;erythroxylum;havanense;plants
3361;erythroxylaceae;erythroxylum;havanensis;plants
3362;erythroxylaceae;erythroxylum;hondense;plants
3363;erythroxylaceae;erythroxylum;hondurense;plants
3364;erythroxylaceae;erythroxylum;longifolia;plants
3365;erythroxylaceae;erythroxylum;m;plants
3366;erythroxylaceae;erythroxylum;m1;plants
3367;erythroxylaceae;erythroxylum;m2;plants
3368;erythroxylaceae;erythroxylum;m3;plants
3369;erythroxylaceae;erythroxylum;macrocarpa;plants
3370;erythroxylaceae;erythroxylum;macrocnemium;plants
3371;erythroxylaceae;erythroxylum;macrophyllum;plants
3372;erythroxylaceae;erythroxylum;orinocensis;plants
3373;erythroxylaceae;erythroxylum;panamensis;plants
3374;erythroxylaceae;erythroxylum;patens;plants
3375;erythroxylaceae;erythroxylum;pavonii;plants
3376;erythroxylaceae;erythroxylum;rotundifolium;plants
3377;erythroxylaceae;erythroxylum;shatona;plants
3378;erythroxylaceae;erythroxylum;suberosum;plants
3379;erythroxylaceae;erythroxylum;subracemosum;plants
3380;erythroxylaeceae;erythroxylum;m3;plants
3381;erythroxylaeceae;erythroxylum;m4;plants
3382;erythroxylum;erythroxylon;m1;plants
3383;erythtoxylaceae;erythroxylum;m1;plants
3384;eucryphiaceae;eucryphia;cordifolia;plants
3385;euphorbiacae;acalypha;stenoloba;plants
3386;euphorbiacae;aparisthmium;cordatum;plants
3387;euphorbiacaeae;cordemoya;integrifolia;plants
3388;euphorbiacea;securinega;congesta;plants
3389;euphorbiaceae;NA;m2;plants
3390;euphorbiaceae;acalypha;aff diversifolia;plants
3391;euphorbiaceae;acalypha;cf diversifolia;plants
3392;euphorbiaceae;acalypha;cuneata;plants
3393;euphorbiaceae;acalypha;diversifolia;plants
3394;euphorbiaceae;acalypha;ferdinandii;plants
3395;euphorbiaceae;acalypha;m1;plants
3396;euphorbiaceae;acalypha;macrostachya;plants
3397;euphorbiaceae;acalypha;obovata;plants
3398;euphorbiaceae;acalypha;skutchii;plants
3399;euphorbiaceae;acalypha;stenoloba;plants
3400;euphorbiaceae;acalypha;stricta;plants
3401;euphorbiaceae;acalypha;villosa;plants
3402;euphorbiaceae;acidoton;m1;plants
3403;euphorbiaceae;actinostemon;brasiliensis;plants
3404;euphorbiaceae;actinostemon;cf concolor;plants
3405;euphorbiaceae;actinostemon;concepcionis;plants
3406;euphorbiaceae;actinostemon;concolor;plants
3407;euphorbiaceae;actinostemon;klotzschii;plants
3408;euphorbiaceae;adelia;triloba;plants
3409;euphorbiaceae;adenophora;grandifolia;plants
3410;euphorbiaceae;agrostistachys;longifolia;plants
3411;euphorbiaceae;alchornea;acutifolia;plants
3412;euphorbiaceae;alchornea;coelophylla;plants
3413;euphorbiaceae;alchornea;costaricensis;plants
3414;euphorbiaceae;alchornea;floribunda;plants
3415;euphorbiaceae;alchornea;glandulosa;plants
3416;euphorbiaceae;alchornea;grandiflora;plants
3417;euphorbiaceae;alchornea;grandis;plants
3418;euphorbiaceae;alchornea;iracurana;plants
3419;euphorbiaceae;alchornea;irarcurana;plants
3420;euphorbiaceae;alchornea;iricurana;plants
3421;euphorbiaceae;alchornea;latifolia;plants
3422;euphorbiaceae;alchornea;m;plants
3423;euphorbiaceae;alchornea;m1;plants
3424;euphorbiaceae;alchornea;pearcei;plants
3425;euphorbiaceae;alchornea;rugosa;plants
3426;euphorbiaceae;alchornea;schomburgkii;plants
3427;euphorbiaceae;alchornea;triplinerva;plants
3428;euphorbiaceae;alchornea;triplinervia;plants
3429;euphorbiaceae;alchorneopsis;floribunda;plants
3430;euphorbiaceae;alchornia;cordatum;plants
3431;euphorbiaceae;amyrea;m1;plants
3432;euphorbiaceae;amyrea;m2;plants
3433;euphorbiaceae;andira;inermis;plants
3434;euphorbiaceae;antidesma;carpidatum?;plants
3435;euphorbiaceae;antidesma;catanduanense;plants
3436;euphorbiaceae;antidesma;coriaceum;plants
3437;euphorbiaceae;antidesma;cuspidata;plants
3438;euphorbiaceae;antidesma;erostre;plants
3439;euphorbiaceae;antidesma;ghaesembille;plants
3440;euphorbiaceae;antidesma;hirtella cf;plants
3441;euphorbiaceae;antidesma;huranense;plants
3442;euphorbiaceae;antidesma;integrifolia;plants
3443;euphorbiaceae;antidesma;laciniatum;plants
3444;euphorbiaceae;antidesma;m1;plants
3445;euphorbiaceae;antidesma;madagascariense;plants
3446;euphorbiaceae;antidesma;menasu;plants
3447;euphorbiaceae;antidesma;montanum cf;plants
3448;euphorbiaceae;antidesma;neurocarpa;plants
3449;euphorbiaceae;antidesma;neurocarpon;plants
3450;euphorbiaceae;antidesma;neurocarpum/bunius;plants
3451;euphorbiaceae;antidesma;pendule?;plants
3452;euphorbiaceae;antidesma;pentandrum;plants
3453;euphorbiaceae;antidesma;vogelianum;plants
3454;euphorbiaceae;antidesma?;m1;plants
3455;euphorbiaceae;aparisthium;m1;plants
3456;euphorbiaceae;aparisthmium;cordatum;plants
3457;euphorbiaceae;apodytes;cacinac cf;plants
3458;euphorbiaceae;apodytes;cestrum cf;plants
3459;euphorbiaceae;apodytes;m1;plants
3460;euphorbiaceae;aporosa;m1;plants
3461;euphorbiaceae;aporusa;aurea;plants
3462;euphorbiaceae;aporusa;bracteosa;plants
3463;euphorbiaceae;aporusa;falcifera;plants
3464;euphorbiaceae;aporusa;frutescens;plants
3465;euphorbiaceae;aporusa;lunata;plants
3466;euphorbiaceae;aporusa;m1;plants
3467;euphorbiaceae;aporusa;m2;plants
3468;euphorbiaceae;aporusa;microstachya;plants
3469;euphorbiaceae;aporusa;microstachys;plants
3470;euphorbiaceae;aporusa;nervosa;plants
3471;euphorbiaceae;aporusa;nigropunctata;plants
3472;euphorbiaceae;aporusa;nitida;plants
3473;euphorbiaceae;aporusa;prainiana;plants
3474;euphorbiaceae;aporusa;subcaudata;plants
3475;euphorbiaceae;aporusa;villosa;plants
3476;euphorbiaceae;astrocasia;peltata;plants
3477;euphorbiaceae;astrocasia;tremula;plants
3478;euphorbiaceae;ateramnus;lucidus;plants
3479;euphorbiaceae;austrobuxus;cuneatus;plants
3480;euphorbiaceae;austrobuxus;huerlemanii;plants
3481;euphorbiaceae;austrobuxus;nitidis;plants
3482;euphorbiaceae;baccaurea;bracteata;plants
3483;euphorbiaceae;baccaurea;kunstleri;plants
3484;euphorbiaceae;baccaurea;m1;plants
3485;euphorbiaceae;baccaurea;macrocarpa;plants
3486;euphorbiaceae;baccaurea;maingayi;plants
3487;euphorbiaceae;baccaurea;parviflora;plants
3488;euphorbiaceae;baccaurea;racemosa;plants
3489;euphorbiaceae;baccaurea;reticulata;plants
3490;euphorbiaceae;baccaurea;sumatrana;plants
3491;euphorbiaceae;baccaurea;trunciflora;plants
3492;euphorbiaceae;baccourea;courtallensis;plants
3493;euphorbiaceae;baccourea;m1;plants
3494;euphorbiaceae;bernardia;dichotoma;plants
3495;euphorbiaceae;bernardia;spongiosa;plants
3496;euphorbiaceae;bischofia;NA;plants
3497;euphorbiaceae;bischofia;trifoliata;plants
3498;euphorbiaceae;blumeodendron;calophyllum;plants
3499;euphorbiaceae;blumeodendron;tokbrai;plants
3500;euphorbiaceae;bocquillonia;spicata;plants
3501;euphorbiaceae;bridelia;m1;plants
3502;euphorbiaceae;bridelia;m2;plants
3503;euphorbiaceae;bridelia;retusa;plants
3504;euphorbiaceae;caryodendron;m1;plants
3505;euphorbiaceae;caryodendron;orinocense;plants
3506;euphorbiaceae;caryodendron;orinocensis;plants
3507;euphorbiaceae;cavacoa;quintasii;plants
3508;euphorbiaceae;cf allophyllus;m1;plants
3509;euphorbiaceae cf;m1;m1;plants
3510;euphorbiaceae;cf nealchornia;m1;plants
3511;euphorbiaceae;cf richeria;m1;plants
3512;euphorbiaceae;cf sapium;m1;plants
3513;euphorbiaceae;cf sloanea;m1;plants
3514;euphorbiaceae;chaetocarpus;castanocarpus;plants
3515;euphorbiaceae;chondrostylis;kustleri;plants
3516;euphorbiaceae;claoxylon;m1;plants
3517;euphorbiaceae;cleidion;lasiophylla;plants
3518;euphorbiaceae;cleidion?;m1;plants
3519;euphorbiaceae;cleidon;m1;plants
3520;euphorbiaceae;cleistanthes;pseudopodocarpus;plants
3521;euphorbiaceae;cleistanthes;sumatrensis;plants
3522;euphorbiaceae;cleistanthus;m1;plants
3523;euphorbiaceae;cleistanthus;maingayi;plants
3524;euphorbiaceae;cnidoscolus;m1;plants
3525;euphorbiaceae;cnidoscolus;spinosus;plants
3526;euphorbiaceae;cnidoscolus;vitifolius;plants
3527;euphorbiaceae;conceveiba;guianensis;plants
3528;euphorbiaceae;conceveiba;m1;plants
3529;euphorbiaceae;conceveiba;marteiana;plants
3530;euphorbiaceae;conceveiba;rhytidocarpa;plants
3531;euphorbiaceae;conceveiba/didymocistis;m1;plants
3532;euphorbiaceae;croton;alamosanus;plants
3533;euphorbiaceae;croton;argyratus m;plants
3534;euphorbiaceae;croton;cuneatus;plants
3535;euphorbiaceae;croton;eluteria;plants
3536;euphorbiaceae;croton;floribundus;plants
3537;euphorbiaceae;croton;fragilis;plants
3538;euphorbiaceae;croton;fragilis m;plants
3539;euphorbiaceae;croton;m1;plants
3540;euphorbiaceae;croton;m2;plants
3541;euphorbiaceae;croton;malabaricus;plants
3542;euphorbiaceae;croton;matourensis;plants
3543;euphorbiaceae;croton;niveus;plants
3544;euphorbiaceae;croton;oblongifolia;plants
3545;euphorbiaceae;croton;panamensis;plants
3546;euphorbiaceae;croton;pseudoniveus;plants
3547;euphorbiaceae;croton;sampatik;plants
3548;euphorbiaceae;croton;schiedeanus;plants
3549;euphorbiaceae;croton;sphaerocarpa;plants
3550;euphorbiaceae;croton;tessmanii;plants
3551;euphorbiaceae;croton;tessmannii;plants
3552;euphorbiaceae;croton;tessmannii cf;plants
3553;euphorbiaceae;crotonogyne;manniana;plants
3554;euphorbiaceae;crotonogyne;preussii;plants
3555;euphorbiaceae;cyrtogononia;argentea;plants
3556;euphorbiaceae;dichostemma;glaucescens;plants
3557;euphorbiaceae;didymocistus;chrysadenius;plants
3558;euphorbiaceae;dimorphocalyx;denticulatus;plants
3559;euphorbiaceae;discoglypremum;caloneuron;plants
3560;euphorbiaceae;domohinea;m1;plants
3561;euphorbiaceae;drypete?;m1;plants
3562;euphorbiaceae;drypetes;aframensis;plants
3563;euphorbiaceae;drypetes;alba;plants
3564;euphorbiaceae;drypetes;amazonica;plants
3565;euphorbiaceae;drypetes;amazonica var. peruviana;plants
3566;euphorbiaceae;drypetes;angustifolia;plants
3567;euphorbiaceae;drypetes;calvescens cf;plants
3568;euphorbiaceae;drypetes;capillipes;plants
3569;euphorbiaceae;drypetes cf;m1;plants
3570;euphorbiaceae;drypetes;chevaliera;plants
3571;euphorbiaceae;drypetes;cinnabarina;plants
3572;euphorbiaceae;drypetes;dinklagei;plants
3573;euphorbiaceae;drypetes;gilgiana;plants
3574;euphorbiaceae;drypetes;heisterea cf;plants
3575;euphorbiaceae;drypetes;ilicifolia;plants
