"year";"plot";"subplot";"focal";"fruit";"seed";"BEMA";"CETE";"CHFU";"HOMA";"LEMA";"MESP";"PAIN";"PLCO";"POMA";"POMO";"PUPA";"SASO";"SCLA";"SOAS";"SPRU"
2016;8;"E5";"PAIN";35;35;0;0;0;15;0;0;0;0;0;0;2;5;0;0;0
2016;8;"E5";"PLCO";1;22;4;0;0;7;0;0;0;0;0;0;0;0;0;0;0
2016;8;"E5";"PUPA";8;720;0;0;0;2;0;0;0;0;0;0;4;0;0;0;0
2016;8;"E5";"SASO";16;32;0;0;0;8;0;0;0;0;0;0;0;2;0;0;0
2016;8;"E6";"BEMA";16;64;2;0;0;0;0;3;0;0;0;0;0;0;0;0;0
2016;8;"E6";"CHFU";2;168;1;0;0;1;0;3;0;0;0;0;0;0;0;0;0
2016;8;"E6";"HOMA";2;24;2;0;0;7;0;3;0;0;0;0;0;0;0;0;0
2016;8;"E6";"PAIN";34;34;0;0;0;0;0;0;3;0;0;0;3;0;0;0;0
2016;8;"E6";"PLCO";1;22;4;0;0;0;0;3;0;0;0;0;0;0;0;0;0
2016;8;"E6";"PUPA";26;2340;0;0;0;11;0;0;0;0;0;0;2;0;0;0;1
2016;8;"E6";"SASO";18;36;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0
2016;8;"F1";"BEMA";17;68;3;0;0;0;0;0;0;0;10;0;0;0;0;0;0
2016;8;"F1";"CHFU";3;252;1;0;0;0;0;0;0;0;2;0;1;6;0;0;0
2016;8;"F1";"LEMA";3;144;2;0;0;3;0;0;0;0;4;0;0;0;0;0;0
2016;8;"F1";"POMA";1;86;0;0;0;0;0;0;1;0;5;0;0;2;0;0;0
2016;8;"F1";"PUPA";18;1620;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0
2016;8;"F1";"SASO";30;60;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0
2016;8;"F1";"SOAS";6;270;1;0;0;0;1;0;0;0;0;0;0;3;0;0;0
2016;8;"F2";"BEMA";9;36;0;0;0;5;0;3;0;0;2;0;0;0;0;0;0
2016;8;"F2";"CHFU";4;336;0;0;0;0;0;2;0;0;6;0;0;4;0;0;0
2016;8;"F2";"HOMA";1;12;2;0;0;7;0;1;0;0;0;0;0;0;0;0;0
2016;8;"F2";"PAIN";56;56;0;0;0;0;0;0;4;0;0;0;1;1;0;0;1
2016;8;"F2";"POMA";1;86;1;0;0;0;1;0;0;0;7;0;2;0;0;0;0
2016;8;"F2";"PUPA";27;2430;1;0;0;4;0;0;0;0;0;0;2;3;0;0;0
2016;8;"F2";"SASO";16;32;0;0;0;4;0;0;0;0;0;0;0;2;0;0;0
2016;8;"F2";"SCLA";2;48;0;0;0;10;0;2;0;0;0;0;0;0;0;0;0
2016;8;"F3";"BEMA";27;108;1;0;0;3;0;0;0;0;0;0;0;0;0;0;0
2016;8;"F3";"CHFU";2;168;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
2016;8;"F3";"HOMA";3;36;2;0;0;0;0;0;1;0;0;0;0;0;0;0;0
2016;8;"F3";"POMA";1;86;0;0;0;3;0;1;0;0;8;0;0;0;0;0;0
2016;8;"F3";"PUPA";19;1710;0;0;0;11;0;0;0;0;0;0;2;0;0;0;0
2016;8;"F3";"SASO";32;64;0;0;0;3;0;0;0;0;0;0;0;1;0;0;0
2016;8;"F4";"BEMA";31;124;3;0;0;0;0;0;0;0;1;0;0;0;0;0;0
2016;8;"F4";"CHFU";1;84;2;0;0;0;0;2;0;0;0;0;1;0;0;0;0
2016;8;"F4";"HOMA";1;12;1;0;0;7;0;2;0;0;0;0;2;0;0;0;0
2016;8;"F4";"PUPA";7;630;1;0;0;0;0;0;0;0;0;0;4;0;0;0;0
2016;8;"F4";"SASO";12;24;0;0;0;2;0;0;0;0;0;0;0;2;0;0;0
2016;8;"F4";"SOAS";8;360;2;0;0;0;0;0;1;0;1;0;0;0;0;0;0
2016;8;"F5";"BEMA";12;48;2;0;0;12;0;0;0;0;0;0;0;0;0;0;0
2016;8;"F5";"CHFU";1;84;1;0;0;0;0;4;0;0;7;0;5;2;0;0;0
2016;8;"F5";"HOMA";3;36;3;0;0;2;0;6;0;0;0;0;0;0;0;0;0
2016;8;"F5";"LEMA";5;240;1;0;0;0;0;2;0;0;0;0;0;0;0;0;0
2016;8;"F5";"PUPA";15;1350;0;0;0;0;0;0;0;0;0;0;2;4;0;1;0
2016;8;"F5";"SASO";14;28;0;0;0;7;0;0;0;0;0;0;0;3;0;0;0
2016;8;"F6";"BEMA";25;100;3;0;0;0;0;2;0;0;0;0;0;0;0;0;0
2016;8;"F6";"CHFU";7;588;1;0;0;0;0;1;0;0;0;0;8;0;0;0;0
2016;8;"F6";"HOMA";2;24;2;0;0;3;0;2;0;0;0;0;0;0;0;0;0
2016;8;"F6";"LEMA";3;144;5;0;0;0;0;0;0;0;6;0;0;0;0;0;0
2016;8;"F6";"PAIN";14;14;1;0;0;0;0;1;0;0;0;0;5;0;0;0;0
2016;8;"F6";"PUPA";17;1530;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0
2016;8;"F6";"SASO";3;6;0;0;0;0;0;0;0;0;0;0;1;5;0;0;0
2016;8;"F6";"SCLA";1;24;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0
2016;9;"A1";"BEMA";44;176;1;0;0;0;0;2;0;0;0;3;0;0;0;0;0
2016;9;"A1";"CHFU";3;252;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0
2016;9;"A1";"HOMA";2;24;4;0;0;0;1;0;0;0;6;0;0;3;0;0;0
2016;9;"A1";"POMA";1;86;0;0;0;0;0;0;0;0;0;0;0;3;0;0;1
2016;9;"A1";"SCLA";1;24;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0
2016;9;"A1";"SOAS";3;135;1;0;0;0;0;0;0;0;2;0;0;0;0;0;0
2016;9;"A1";"SPRU";28;2352;1;0;0;0;0;0;0;0;3;0;0;0;1;0;0
2016;9;"A2";"BEMA";16;64;1;0;0;0;0;0;0;0;7;0;0;0;0;1;0
2016;9;"A2";"CHFU";3;252;1;0;0;0;0;0;0;0;3;0;0;0;0;0;0
2016;9;"A2";"HOMA";2;24;3;0;0;0;0;0;0;0;2;0;0;0;1;0;1
2016;9;"A2";"LEMA";2;96;1;0;0;0;1;0;0;0;0;0;0;0;0;0;2
2016;9;"A2";"PAIN";70;70;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;9;"A2";"POMA";1;86;3;0;0;0;0;0;0;0;2;0;0;0;0;0;1
2016;9;"A2";"SASO";8;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;9;"A2";"SCLA";1;24;1;0;0;0;0;0;0;0;3;0;0;0;0;0;0
2016;9;"A2";"SOAS";10;450;4;0;0;0;0;0;0;0;6;0;0;0;0;0;0
2016;9;"A2";"SPRU";6;504;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2
2016;9;"A3";"BEMA";16;64;0;0;0;0;0;4;0;3;2;0;0;0;0;0;0
2016;9;"A3";"CHFU";3;252;2;0;0;0;0;1;0;1;0;0;0;0;0;0;0
2016;9;"A3";"HOMA";1;12;0;0;0;2;0;4;0;6;0;0;0;0;0;0;0
2016;9;"A3";"PAIN";44;44;0;0;0;0;0;0;1;2;0;0;0;0;0;0;0
2016;9;"A3";"PLCO";1;22;3;0;0;0;0;4;0;1;0;0;0;0;0;0;0
2016;9;"A3";"POMA";1;86;3;0;0;0;0;2;1;0;0;0;0;0;0;0;0
2016;9;"A3";"SOAS";3;135;3;0;0;0;0;2;0;1;1;2;0;0;0;0;0
2016;9;"A3";"SPRU";6;504;3;0;0;0;0;1;0;0;4;1;0;0;0;0;0
2016;9;"A4";"BEMA";9;36;1;0;0;0;0;0;0;2;0;0;0;0;0;0;1
2016;9;"A4";"CHFU";3;252;2;0;0;0;0;1;0;0;0;0;0;0;0;0;1
2016;9;"A4";"PLCO";3;66;4;0;0;0;0;2;0;2;0;0;0;0;0;0;2
2016;9;"A4";"SCLA";1;24;4;0;0;0;0;0;0;4;2;0;0;0;0;0;0
2016;9;"A4";"SOAS";5;225;1;0;0;0;0;0;0;1;2;6;0;0;1;0;0
2016;9;"A4";"SPRU";6;504;4;0;0;0;0;4;0;2;1;1;0;0;0;0;0
2016;9;"A5";"BEMA";22;88;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2
2016;9;"A5";"CHFU";2;168;0;0;0;1;0;0;0;2;1;0;0;0;0;0;0
2016;9;"A5";"PLCO";2;44;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;9;"A5";"POMA";1;86;3;0;0;0;0;0;0;1;0;0;0;0;0;0;2
2016;9;"A5";"SCLA";1;24;5;0;0;0;0;0;0;1;0;0;0;0;3;0;1
2016;9;"A5";"SOAS";8;360;1;0;0;0;0;0;0;0;8;0;0;0;0;0;0
2016;9;"A5";"SPRU";8;672;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2
2016;9;"A6";"BEMA";34;136;3;0;0;0;0;0;0;2;0;0;0;0;0;0;0
2016;9;"A6";"CHFU";4;336;2;0;0;1;0;0;0;0;3;0;0;0;0;0;0
2016;9;"A6";"HOMA";2;24;3;0;0;0;0;1;1;3;0;0;0;0;0;0;0
2016;9;"A6";"PAIN";32;32;0;0;0;0;0;0;2;4;0;0;0;0;0;0;0
2016;9;"A6";"PLCO";2;44;6;0;0;0;1;0;0;2;0;0;0;0;0;0;0
2016;9;"A6";"SASO";28;56;0;0;0;0;0;0;0;3;0;0;0;2;0;0;0
2016;9;"A6";"SCLA";2;48;5;0;0;0;0;3;0;0;2;0;0;0;0;0;0
2016;9;"A6";"SOAS";6;270;1;0;0;0;0;0;0;1;4;0;0;0;0;2;0
2016;9;"A6";"SPRU";4;336;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0
2016;9;"B1";"BEMA";27;108;4;0;0;0;0;0;0;0;4;1;0;0;0;0;0
2016;9;"B1";"HOMA";4;48;5;0;0;0;1;0;0;0;0;0;0;5;0;0;0
2016;9;"B1";"PAIN";170;170;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;9;"B1";"PLCO";3;66;2;0;0;0;1;0;0;0;4;0;0;0;0;0;2
2016;9;"B1";"POMA";1;86;3;0;0;5;0;0;0;0;1;0;0;0;1;0;1
2016;9;"B1";"SCLA";2;48;2;0;0;0;0;0;0;0;5;1;0;0;0;0;0
2016;9;"B1";"SOAS";11;495;3;0;0;0;0;1;0;0;4;0;0;1;0;0;0
2016;9;"B1";"SPRU";10;840;2;0;0;0;0;0;0;1;3;0;0;0;1;0;0
2016;9;"B2";"BEMA";19;76;1;0;0;0;0;0;0;0;5;0;0;0;0;0;1
2016;9;"B2";"CETE";3;1014;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0
2016;9;"B2";"CHFU";1;84;1;0;0;1;0;0;0;0;2;0;0;0;0;0;0
2016;9;"B2";"HOMA";4;48;7;0;0;5;0;0;0;0;0;0;0;0;0;0;0
2016;9;"B2";"PLCO";6;132;3;0;0;1;0;2;0;0;1;0;0;0;0;0;0
2016;9;"B2";"POMA";1;86;4;0;0;5;0;0;0;0;6;1;0;2;0;0;0
2016;9;"B2";"POMO";1;61;1;0;0;3;0;0;0;0;0;0;0;1;0;0;0
2016;9;"B2";"SASO";8;16;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0
2016;9;"B2";"SCLA";2;48;0;0;0;0;0;1;0;0;3;2;0;0;0;0;1
2016;9;"B2";"SOAS";5;225;5;0;0;0;0;2;0;0;4;0;0;0;0;0;0
2016;9;"B2";"SPRU";7;588;0;0;0;2;0;1;0;0;0;0;0;0;0;0;3
2016;9;"B3";"BEMA";9;36;5;0;0;0;0;1;1;0;3;0;0;0;1;0;0
2016;9;"B3";"CHFU";3;252;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0
2016;9;"B3";"HOMA";1;12;2;0;0;7;1;0;0;0;1;0;0;0;0;0;0
2016;9;"B3";"PLCO";3;66;0;0;0;2;0;1;0;1;0;0;0;0;0;0;0
2016;9;"B3";"POMA";1;86;2;0;0;0;0;1;0;1;8;0;0;0;0;0;0
2016;9;"B3";"POMO";1;61;0;0;0;2;0;0;0;1;0;0;0;0;0;0;1
2016;9;"B3";"PUPA";14;1260;0;0;0;4;0;0;0;2;0;0;0;0;0;0;0
2016;9;"B3";"SCLA";1;24;5;0;0;0;0;0;0;2;3;0;0;0;0;0;1
2016;9;"B3";"SOAS";5;225;2;0;0;0;0;0;0;2;6;0;0;0;0;0;0
2016;9;"B3";"SPRU";3;252;4;0;0;0;0;1;0;4;0;0;0;0;0;1;1
2016;9;"B4";"BEMA";17;68;0;0;0;0;0;3;0;2;0;0;0;0;1;0;1
2016;9;"B4";"CHFU";4;336;0;0;0;1;0;0;0;2;0;0;0;0;0;0;0
2016;9;"B4";"HOMA";2;24;2;0;0;0;0;0;0;4;0;0;0;0;0;0;0
2016;9;"B4";"PLCO";3;66;0;0;0;0;0;1;0;2;0;0;0;0;0;0;1
2016;9;"B4";"POMA";1;86;2;0;0;0;0;0;0;3;7;0;0;0;0;0;0
2016;9;"B4";"SASO";10;20;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0
2016;9;"B4";"SOAS";4;180;0;0;0;2;0;0;0;5;3;0;0;0;0;0;0
2016;9;"B4";"SPRU";5;420;5;0;0;0;0;0;0;0;6;0;0;0;0;0;1
2016;9;"B5";"BEMA";11;44;1;0;0;1;0;0;0;1;0;0;0;0;0;0;1
2016;9;"B5";"CHFU";7;588;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0
2016;9;"B5";"HOMA";3;36;7;0;0;0;0;1;2;0;0;0;0;0;0;0;0
2016;9;"B5";"LEMA";4;192;3;0;0;3;0;0;0;0;0;0;0;0;0;0;1
2016;9;"B5";"PLCO";2;44;3;0;0;0;0;1;1;3;0;0;0;0;0;0;0
2016;9;"B5";"SCLA";1;24;4;0;1;4;0;0;0;0;2;0;0;0;0;0;0
2016;9;"B5";"SOAS";5;225;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;9;"B5";"SPRU";14;1176;2;0;0;0;0;0;0;1;5;0;0;0;0;0;0
2016;9;"B6";"BEMA";15;60;2;0;0;0;0;0;0;2;6;0;0;0;0;0;2
2016;9;"B6";"CHFU";4;336;3;0;0;0;0;0;0;1;0;0;0;0;0;0;1
2016;9;"B6";"HOMA";1;12;9;0;0;3;0;0;0;2;0;0;0;0;0;0;0
2016;9;"B6";"PLCO";2;44;5;0;0;0;0;0;0;2;0;0;0;0;0;0;0
2016;9;"B6";"SASO";28;56;0;0;0;0;0;0;0;1;0;0;0;3;0;0;0
2016;9;"B6";"SCLA";1;24;7;0;0;0;0;0;0;2;1;0;0;0;0;0;0
2016;9;"B6";"SOAS";9;405;6;0;0;0;0;0;0;0;6;0;0;0;0;0;0
2016;9;"B6";"SPRU";5;420;5;0;0;0;0;0;0;1;10;0;0;0;0;0;0
2016;9;"C1";"BEMA";19;76;0;0;0;0;0;0;0;2;6;0;0;0;1;0;0
2016;9;"C1";"CHFU";6;504;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;9;"C1";"HOMA";1;12;4;0;0;0;4;0;1;0;0;1;0;0;0;0;0
2016;9;"C1";"LEMA";1;48;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1
2016;9;"C1";"PAIN";21;21;0;0;0;4;0;0;0;0;0;0;0;0;0;0;1
2016;9;"C1";"PLCO";2;44;6;0;0;0;0;2;0;0;3;0;0;0;0;0;1
2016;9;"C1";"POMA";1;86;3;0;0;0;0;1;2;0;0;0;0;0;0;0;0
2016;9;"C1";"SASO";16;32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;9;"C1";"SCLA";1;24;2;0;0;0;0;1;0;2;1;0;0;0;0;0;0
2016;9;"C1";"SOAS";8;360;2;0;0;0;1;0;0;1;0;0;0;0;1;0;1
2016;9;"C1";"SPRU";20;1680;2;0;0;0;0;0;0;0;3;0;0;0;0;0;0
2016;9;"C2";"BEMA";15;60;2;0;0;0;0;0;0;0;2;0;0;0;0;0;0
2016;9;"C2";"CHFU";6;504;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
2016;9;"C2";"HOMA";2;24;3;0;0;2;2;0;0;0;0;0;0;0;0;0;0
2016;9;"C2";"LEMA";2;96;2;0;0;0;0;0;0;0;6;0;0;0;0;0;0
2016;9;"C2";"PAIN";35;35;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0
2016;9;"C2";"POMA";1;86;2;0;0;0;0;0;1;0;8;0;0;0;0;0;0
2016;9;"C2";"POMO";2;122;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
2016;9;"C2";"SOAS";4;180;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0
2016;9;"C2";"SPRU";12;1008;2;0;0;1;0;0;0;0;3;0;0;0;0;0;0
2016;9;"C3";"BEMA";10;40;3;0;0;0;0;0;0;0;0;0;0;1;1;0;0
2016;9;"C3";"CETE";9;3042;1;0;0;6;0;0;0;0;0;0;0;0;0;0;1
2016;9;"C3";"CHFU";3;252;0;0;0;0;0;1;0;0;2;0;0;0;0;0;0
2016;9;"C3";"LEMA";4;192;1;0;0;0;0;0;2;0;7;0;0;0;0;0;0
2016;9;"C3";"PLCO";3;66;3;0;0;0;0;0;0;0;7;0;0;0;0;0;0
2016;9;"C3";"POMA";1;86;2;0;0;0;0;0;0;0;12;0;0;0;0;0;1
2016;9;"C3";"POMO";1;61;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0
2016;9;"C3";"SASO";26;52;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;9;"C3";"SCLA";2;48;0;0;0;0;1;2;0;1;0;0;0;0;0;0;0
2016;9;"C3";"SOAS";12;540;4;0;0;0;0;0;0;1;6;0;0;0;0;0;0
2016;9;"C4";"BEMA";14;56;6;0;0;0;0;1;0;0;7;0;0;0;0;0;0
2016;9;"C4";"CHFU";3;252;2;0;2;0;0;0;0;0;0;0;0;0;0;1;0
2016;9;"C4";"HOMA";3;36;1;0;0;2;0;0;0;0;1;0;0;0;2;0;0
2016;9;"C4";"PAIN";25;25;0;0;0;2;0;0;0;0;0;0;0;0;0;0;2
2016;9;"C4";"PLCO";1;22;3;0;0;0;0;1;0;1;0;0;0;0;0;0;1
2016;9;"C4";"POMA";1;86;4;0;0;5;0;1;0;0;0;0;0;0;0;0;0
2016;9;"C4";"SASO";30;60;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
2016;9;"C4";"SCLA";2;48;3;0;0;0;0;1;0;1;6;0;0;0;0;0;0
2016;9;"C4";"SOAS";11;495;4;0;0;0;0;0;0;0;4;0;0;0;0;1;0
2016;9;"C4";"SPRU";4;336;2;0;0;0;0;0;0;0;7;0;0;0;0;0;0
2016;9;"C5";"BEMA";17;68;1;0;0;0;0;0;0;5;5;0;0;0;1;1;0
2016;9;"C5";"CHFU";4;336;0;0;0;0;0;0;0;0;3;0;0;0;0;0;2
2016;9;"C5";"HOMA";3;36;4;0;0;0;0;1;0;0;5;0;0;0;0;0;0
2016;9;"C5";"PLCO";1;22;3;0;0;2;0;0;0;0;6;0;0;0;0;0;2
2016;9;"C5";"POMA";1;86;3;0;0;2;0;0;0;0;10;0;0;0;0;0;1
2016;9;"C5";"SCLA";8;192;4;0;0;0;0;0;0;0;0;0;0;0;0;0;1
2016;9;"C5";"SOAS";5;225;5;0;0;0;0;0;0;2;2;0;0;0;0;0;0
2016;9;"C5";"SPRU";7;588;2;0;0;0;0;0;0;1;0;0;0;0;0;0;2
2016;9;"C6";"BEMA";120;480;0;0;0;0;0;0;0;2;0;0;0;0;0;0;1
2016;9;"C6";"CHFU";2;168;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;9;"C6";"HOMA";2;24;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;9;"C6";"PLCO";3;66;2;0;0;0;0;0;0;0;0;0;0;0;0;0;2
2016;9;"C6";"SPRU";28;2352;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;9;"D1";"BEMA";44;176;3;0;0;0;0;0;0;0;0;0;0;0;0;1;1
2016;9;"D1";"CHFU";3;252;1;0;0;2;0;0;0;0;0;0;0;0;0;0;2
2016;9;"D1";"LEMA";2;96;1;0;0;1;0;0;0;0;4;0;0;0;0;1;1
2016;9;"D1";"PAIN";120;120;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3
2016;9;"D1";"POMA";1;86;0;0;0;0;0;1;1;0;0;0;0;0;0;0;2
2016;9;"D1";"SOAS";2;90;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1
2016;9;"D1";"SPRU";25;2100;3;0;0;0;1;0;0;0;3;0;0;0;0;0;0
2016;9;"D2";"BEMA";19;76;1;0;0;0;0;0;0;0;3;0;0;0;0;0;0
2016;9;"D2";"CHFU";5;420;2;0;0;0;0;1;0;0;0;0;0;0;0;0;1
2016;9;"D2";"HOMA";2;24;2;0;0;0;0;1;0;0;0;0;0;0;0;0;2
2016;9;"D2";"POMA";1;86;2;0;0;0;0;1;0;0;1;0;0;0;0;0;0
2016;9;"D2";"SASO";8;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;9;"D2";"SCLA";2;48;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;9;"D2";"SOAS";2;90;3;0;0;0;0;1;0;3;0;0;0;0;0;1;0
2016;9;"D2";"SPRU";7;588;2;0;0;0;0;0;0;0;3;0;0;0;0;0;0
2016;9;"D3";"BEMA";9;36;0;0;0;0;0;1;0;0;10;0;0;0;0;0;0
2016;9;"D3";"CETE";5;1690;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0
2016;9;"D3";"CHFU";3;252;1;0;1;1;0;0;0;0;0;0;0;0;0;0;1
2016;9;"D3";"HOMA";2;24;5;0;0;4;0;1;0;0;0;1;0;0;0;0;0
2016;9;"D3";"LEMA";5;240;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;9;"D3";"PLCO";1;22;1;0;0;0;0;2;0;0;4;0;0;0;0;0;0
2016;9;"D3";"POMA";1;86;3;0;0;0;2;1;0;0;5;0;0;0;0;0;0
2016;9;"D3";"POMO";1;61;1;0;0;2;0;0;0;0;0;0;0;0;0;0;0
2016;9;"D3";"SOAS";13;585;3;0;0;0;0;0;0;0;0;0;0;0;0;1;0
2016;9;"D4";"CETE";4;1352;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;9;"D4";"CHFU";3;252;0;0;4;0;0;0;0;0;1;0;0;0;0;0;1
2016;9;"D4";"HOMA";4;48;3;0;0;0;0;0;0;0;0;1;0;0;0;0;1
2016;9;"D4";"PLCO";3;66;1;0;0;0;0;0;0;0;3;0;0;0;0;0;3
2016;9;"D4";"POMA";1;86;4;0;0;0;0;0;1;0;6;0;0;0;1;0;0
2016;9;"D4";"POMO";1;61;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2
2016;9;"D4";"SASO";16;32;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
2016;9;"D4";"SCLA";1;24;1;0;0;0;0;0;0;0;5;0;0;0;0;0;1
2016;9;"D4";"SOAS";7;315;2;0;0;0;0;0;0;1;9;0;0;0;0;0;0
2016;9;"D4";"SPRU";18;1512;3;0;0;0;0;0;0;0;0;0;0;0;1;0;0
2016;9;"D5";"BEMA";23;92;3;0;0;0;0;0;0;0;0;0;0;0;0;1;0
2016;9;"D5";"CHFU";2;168;1;0;0;0;0;1;0;0;6;0;0;0;0;0;0
2016;9;"D5";"HOMA";7;84;1;0;0;0;0;2;0;1;0;0;0;0;0;0;0
2016;9;"D5";"PAIN";34;34;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0
2016;9;"D5";"PLCO";4;88;4;0;0;0;0;0;0;1;5;0;0;0;0;0;0
2016;9;"D5";"POMA";1;86;3;0;0;1;0;0;0;0;6;0;0;0;0;0;0
2016;9;"D5";"SCLA";2;48;2;0;0;0;0;0;0;0;3;0;0;0;0;0;0
2016;9;"D5";"SOAS";7;315;4;0;0;0;0;3;0;0;2;0;0;0;0;0;0
2016;9;"D5";"SPRU";7;588;4;0;0;0;0;3;0;4;4;0;0;0;0;0;0
2016;9;"D6";"BEMA";19;76;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2
2016;9;"D6";"CHFU";4;336;2;0;0;0;0;0;0;0;0;0;0;0;0;1;3
2016;9;"D6";"PAIN";19;19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2
2016;9;"D6";"PLCO";2;44;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;9;"D6";"SCLA";2;48;3;0;0;0;0;0;0;0;0;0;0;0;0;0;2
2016;9;"D6";"SOAS";3;135;4;0;0;0;0;0;0;0;0;0;0;0;0;0;3
2016;9;"D6";"SPRU";10;840;7;0;0;0;0;0;0;0;0;0;0;0;0;0;2
2016;9;"E1";"BEMA";8;32;2;0;0;0;0;1;0;0;0;0;0;0;0;0;0
2016;9;"E1";"CHFU";2;168;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1
2016;9;"E1";"LEMA";2;96;2;0;0;0;0;3;0;0;4;0;0;0;0;0;0
2016;9;"E1";"PAIN";17;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;9;"E1";"POMA";1;86;3;0;0;0;0;0;0;0;4;0;0;0;0;0;0
2016;9;"E1";"SOAS";1;45;2;0;0;0;0;3;0;0;3;0;0;0;0;0;0
2016;9;"E2";"BEMA";12;48;2;0;0;0;0;0;0;0;0;0;0;0;1;0;0
2016;9;"E2";"CHFU";5;420;1;0;0;0;0;0;0;0;3;0;0;0;0;0;1
2016;9;"E2";"HOMA";2;24;1;0;0;3;1;0;0;0;0;0;0;0;0;0;1
2016;9;"E2";"LEMA";2;96;2;0;0;0;0;1;0;0;2;0;0;0;0;0;0
2016;9;"E2";"PAIN";50;50;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3
2016;9;"E2";"POMA";1;86;4;0;0;0;1;0;0;0;3;0;0;0;0;0;2
2016;9;"E2";"SASO";18;36;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;9;"E2";"SCLA";1;24;2;0;0;3;0;0;0;0;1;0;0;0;0;0;0
2016;9;"E2";"SOAS";7;315;2;0;0;0;0;0;0;0;0;0;0;0;1;0;0
2016;9;"E2";"SPRU";6;504;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1
2016;9;"E3";"BEMA";9;36;3;0;0;0;0;0;0;0;5;0;0;0;0;1;0
2016;9;"E3";"CETE";4;1352;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0
2016;9;"E3";"CHFU";2;168;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0
2016;9;"E3";"LEMA";4;192;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0
2016;9;"E3";"PLCO";2;44;1;0;0;0;0;0;0;0;3;0;0;0;0;0;0
2016;9;"E3";"POMA";1;86;0;0;0;7;0;0;0;0;0;0;0;0;0;0;1
2016;9;"E3";"SOAS";6;270;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0
2016;9;"E4";"CHFU";5;420;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0
2016;9;"E4";"HOMA";1;12;6;0;0;2;0;0;0;0;0;0;0;0;0;0;0
2016;9;"E4";"LEMA";3;144;0;0;0;0;0;1;0;0;2;0;0;0;0;0;0
2016;9;"E4";"PLCO";2;44;2;0;0;2;0;1;0;0;0;0;0;0;0;0;2
2016;9;"E4";"POMA";1;86;3;0;0;1;0;1;0;0;0;0;0;0;0;0;0
2016;9;"E4";"SASO";24;48;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
